,CP Cost,Name,Jumpchain,Chapter,Description
46,400,Solar Exaltation,Solars Exalted,Bloodline,"Years prior, the Jade Prison holding the power of the Solar Exaltation was broken. Now, exactly
one-hundred and fifty are free and creating a new generation of the Chosen of the Sun.
Whether it is met with rejoicing or fear, the world is shaken by the return of its ancient masters.
Will this new generation learn from the mistakes of the First Age and save this ill-fated world? Or
will it just be an old tale told again through the eyes of the new? Whatever the end result will be,
I cannot say.
But now, you count yourself among their number, Jumper. You hold the greatest and most
terrible power this world has to offer, short of the distant glories the Yozi and Neverborn, once
the Primordials, had in that time before time. Though you start from the ground up, you may one

day reach and perhaps even surpass the glories of the First Age at their peak, and perhaps
bring peace back to this frayed world. Or perhaps you’ll simply adventure, or follow your own
ambitions. One thing is certain: Your destiny is your own."
47,400,Infernal Exaltation,Infernals Exalted,Bloodline,"You suffered a brutal setback, feeling like the world kicked you when you were already down. In your despair, a twisted being emerged, claiming to be a wronged cosmic architect. It speaks of an unjust imprisonment by cruel gods and offers you power beyond mortal reach to tear down a corrupt world. They promise strength to overthrow the gods who ruin your life, the power to save those you love, and a chance to be Exalted above all others. You accept, knowing they're lying but unable to resist.

Five days later, you emerge transformed, glowing with emerald light as one of the Infernal Exalted. You are stronger, resistant to sickness, and possess a lifespan that defies mortal limits. Most importantly, you wield Essence—Creation's primal energy—allowing you to fuel Charms, powers beyond human capabilities. Your soul shines with the light of Hell, marking your allegiance to dark forces. With the Infernal Charms of the Yozi, you can wield their power, creating new abilities, mastering sorcery, and bending supernatural martial arts to your will, though not without risk or drawback.

Finally, you are bound by an Urge—a mission central to the Reclamation's plan. Defying it will bring the Torment of your patron Yozi, with punishments as severe as flensing winds or a cursed silence."
48,400,Black Exaltation,Abyssals Exalted,Bloodline,"As one of the Abyssal Exalted, you will naturally be hardier than any mortal man. Healing in
days what mortals would in weeks, able to staunch bleeding wounds with mere will, able to
resist sanity-rending mental attacks, utterly immune to the negative effects of non-magical
diseases or infections (although they can become carriers), and while other Exalted may
have their lives extended to a greater or lesser degree, the Chosen of the Neverborn can live
forever, if they are not slain. The cold stasis of death forever traps their bodies at the age of
Exaltation, making deathknights the only ""immortal"" type of Exalted.
But that is not what truly separates you from mere Mortals. The Exaltation bonded to your
soul allows you to wield essence. As an energy, Essence is life, breath, power, the essential,
all-pervading animating energy of Creation. Though as an Abyssal, you shall instead draw
upon the cold and sterile Essence of the Underworld, necrotic instead of living.
Still, for you it is the size of your spirit and the magical power of your soul. Should you draw
upon too much of it, you will first manifest the bleeding mark of your Caste upon your brow
and then your aura shall bloom into a terrible, dark majesty. When an Abyssal’s aura turns
fully totemic, any mortal who sees it feels both the terror and the lure of the Void. Merely
mortal minds can break when subjected to such horror.
With essence, you fuel your Charms. Each is a technique for channeling Essence through
the body or mind to enhance yourself to superhuman levels. As one of the Abyssal Exalted,
you wield dark mirrors of Solar might and charms to invoke oblivion and the Deathlords, with
which you elevate your skills to new and terrifying heights. You may wield these dread
powers, create new ones within the capabilities of Abyssal charms, even learn supernatural
martial arts or mighty necromancy."
49,500,Artificial Vampire,UQ Holder,Bloodline,"You’re a lord or lady of the night now. You’ve been turned into a Vampire, an exceptionally powerful one but ultimately not a true Noble of the race. Instead, you are a similar being to Evangeline AK McDowell or the young Touta Konoe, a line of artificial vampires first created by the Lifemaker. If you wish, you may be a vampire sired by Evangeline herself. You cease to age and retain eternal youth as a vampire and possess an incredible healing factor. You can survive even having your head
or heart destroy and accomplish feats such as regenerating your entire upper half of your body after it is obliterated in just a few minutes. However, your regeneration has a flaw. It can only regenerate parts of your body that have been destroyed. If your head was reduced to bloody mist or your arms were burnt to cinders, they would regenerate. But if an arm was cut off and taken away from you, your lost arm would not heal from your body until that severed and taken arm is destroyed. You possess none of the normal vampire weaknesses as an Artificial Vampire and have superhuman physical abilities, letting you outmatch any normal human ten times over. You can fly at your normal ground speed and turn into a swarm of bats at will. You’re even able to drain magic from other people by biting into them and sucking out their blood."
50,500,Stock,UQ Holder,Bloodline,"Life’s one big game, at least the way you see it. Quite literally, given the nature of your immortality. You possess a stock of extra lives, allowing you to respawn next to your own corpse after dying and granting you 3 seconds of invincibility upon respawn. You start with three lives, but you can replenish them by killing monsters and enemies. It takes a few hundred average monsters or a few strong demons to regain a life, which shouldn’t be too difficult for a well-trained warrior. As a side effect of your immortality, you also have a visual HUD effect that you can activate, giving you an instant, complete readout on who someone is and all their skills and powers, as if you were viewing a fully revealed stat sheet."
51,500,Gourmet Cell Mutation,Toriko,Bloodline,"Gourmet Cells in your body have mutated into something new and different. You gain a beneficial mutation to help you that comes in two flavors:

Physical Mutation: Extra Arms, Prehensile Hair, Wings, Extra Eyes and other strange physiological mutations become apparent on your body. More likely than not it will be an external mutation but it's also possible to be something internal such as your skeletal structure changing to a fluid or possibly growing redundant organs such as a second heart and two more stomachs. Best examples are Sunny and Grinpatch. You can take up to Three Physical Mutations for free. Can add more after paying 50 CP for each new one. In case of powerful mutations like Midora's Mirror Neurons could be taken once, with the ability to take only one more mutation. If not obvious, you can purchase the enhanced senses of the Four Heavenly Kings.
Elemental Mutation: Your Gourmet Cells have given you the capacity to manipulate and/or control some form of energy or substance. You might have grown the capacity to generate electricity, the ability to emit super sonic sounds, or even the ability to produce poisons. This doesn't give you the ability to manipulate gravity, time or things like Dark Matter. Its strictly biological energies that a living organism could potentially produce such as heat, light, sound, and so forth. Best examples are Zebra and Tengu Brunch. Elemental Mutation may only be taken Once."
52,500,Inheritor of Ancients,Against The Gods,Bloodline,"You have had some fortunate encounters, Jumper! As suited for a
Smooth guy like you, of course, You have received a True God’s bloodline directly from the source,
with no dilution and a degree of purity and strength very nearly unmatched in this world.
This is a gift beyond peer, Jumper, treat it well. You may pick one Inheritance from the following list
per purchase : Profound Handle, Supreme Attribute Beast Bloodline, Dragon God’s Bloodline, Great Way of the Buddha and Evil God’s Profound Veins"
53,500,Allheaven Bloodline,I Shall Seal The Heavens,Bloodline,"You are the inheritor of the most exalted bloodline in this universe, which originates from the
supreme being of the Vast Expanse. And this bloodline represents a gateway to great powers
that can shake the world and overturn the heavens and the earth.
The first of these powers lies in the Nirvana Brand, a heaven defying innate magic that is
symbolized by a green mark on the hand of its bearer. The Nirvana Brand allows one to
undergo Nirvanic Rebirth up to four times, which allows them to immediately reincarnate with
their identity intact without needing to go through the cycle of reincarnation and birth in
between.
Each time a bearer of the Nirvana Brand goes through a Nirvanic Rebirth they produce a
Nirvana Fruit, up to a total of four. Nirvana Fruits are a great source of power, valuable even to
Transcendent cultivators, but their true worth can only be displayed by their owner.
While it still counts as a form of reincarnation, undergoing Nirvanic Rebirth through your
Nirvana Brand will not end your chain.
The second power granted by the Allheaven Bloodline is that it makes it possible to achieve the
three special stages of True Immortality; the Immortal Emperor, Allheaven Emperor Immortal
and Allheaven Dao Immortal realms. These stages are possessed of such power that they could
allow one to overthrow cultivators entire cultivation realms above them with brute force, and
completing all three would establish a near unprecedentedly powerful and stable foundation
for future progress. Because of this perk you will only require a fraction of the effort and
resources that it would normally take to reach these realms, which could have been ruinous
otherwise.
Finally, this perk grants the power to awaken the potential to achieve the three special stages of
True Immortality in anyone connected to you by blood by creating an Allheaven Dao seed
within them. This can be done individually, in groups, or to everyone linked to you through
blood all at once. You can remove the Dao seed from anyone you have granted it to and, once
you step into the Allheaven Dao Immortal realm, control the life and death of anyone with an
Allheaven Bloodline awakened by you with a thought.
As a precaution, your bloodline connection to Allheaven cannot be used against you in any
way.

After this jump your Nirvana Brand will renew its ability to perform four Nirvanic Rebirths at
the beginning of each new jump or every ten years, whichever comes sooner."
54,600,"Form, Change Up",UQ Holder,Bloodline,"The form you are in now is just the first of many for you, as you possess several additional transformation states that allow you to access much greater power at the cost of your mental state. You can enter any of your four transformation levels at will, the first form being several times as powerful as your base form and each further transformation being significantly stronger than the one before it. Each form will look progressively more monstrous, as well as seriously strain your stability and calmness. Even the first form will make it very hard to not go into a berserker rage, and the fourth form would require a miracle of some sort to prevent you from descending into a mindless fury. The forms are tiring to maintain and will eventually deactivate, even if you are lost in a rage."
55,600,Demiurge,Kill 6 Billions Demons,Bloodline,"There are currently 8 Demiurges in the entire multiverse: Allison, and the Seven. Well, it looks like there are now 9, with you getting in. This power manifests as a glowing white dot on your forehead. While it can be covered, it otherwise can’t be hidden or gotten rid of. At will, you may also manifest a halo above your head, and beyond having to look kinda like a halo, you get to choose how it looks. This power, access to the Key of Kings, grants you many abilities. First, you are able to do stuff like summon phantasms of gods to fight for you, have clones made up of white energy split from your body and attack your enemies, teleport, and more. Additionally, you know one of the words of the Seven Part Name, YISUN’s true name. By saying this word, you damage reality itself, and even kill those of weak will. Finally, you can also loan some of your power to your followers. How strong these powers you give them depends on how much power of your own you sacrifice, but these blessings can be pulled back to you at no cost, and making your power whole again. You can also make your Emissaries, the people who have been granted power by you, have their mind twisted to your goals, though those with strong will can fight against this, even defeat your corruption. The Key you get is equal to Allison’s/Zoss’s, though you have to learn how to use it. The downside to this power is that anyone that sees your Key and knows what it is, they probably want to steal it for themselves. And if it is taken out of your head, you fall unconscious and take a ton of damage and pain, regardless of any power you have. Post-jump, you may choose to hide the Key, revealing no outward signs of it. This perk is also a capstone booster, look in the Notes section to see how it affects the capstones."
56,600,The Devil Gene,Tekken,Bloodline,"You possess the Powers of the
Devil Gene. This power allows you to take on the form of a Devil, becoming a destructive force of
nature. In this state you will be an absolutely merciless weapon of Mass destruction, easily one of the
strongest beings in the World of Tekken. An orbital laser fired on you would only be good to piss you
of and may God have mercy on whoever invoked your Wrath. Devil Forms can be very different from one another but common factors are Wings and some change
in the pigments of your skin, as well as a third eye of sorts, alongside gleaming eyes. Otherwise you
may feel free to design it from Feathery wings to leathery or even fiery ones.
On top of boosting your physical capabilities you gain numerous other abilities such as Flight thanks
to your wings, the ability to fire Lasers from your Third eye and telekinesis so you may choke out the
poor fool that challenged you (or blow up their motorcycle). Additionally, in this form you become a
master of Mishima style Karate. Dark powers can be absorbed by you as well.
Usually, without extensive training and self-control, you would find yourself corrupted by this Power
and run the risk of being overwhelmed and overtaken by it. However, thanks to you paying with CP
you will be in full control and without risk of being overtaken by the Devil inside you. You could still
find yourself a lot easier to anger however and find sadistic glee in beating down whoever opposes
you."
57,600,The Angel Gene,Tekken,Bloodline,"Oh… this is interesting. Instead of the Devil gene a…
different power slumbers within you. Angel was a unique creature, doing Battle between Kazuyas
Devil over the young Mishimas soul at the time of Tekken 2. It is rumoured to be the good left in
Kazuya but has been disproved to be connected to his Soul in any way.
Now you are in possession of her powers. On top of all you would gain with the Devil Gene the Angel
is a pure source of good. Your mind is completely your own, not even an increase in anger will follow.
You also gain all perks gained by both purchases of the perk ‘Cleansing Bloodline’ for free, allowing
you to cleanse corrupted beings and seal away evil. Let the Light inside you clash with the Devils
and… well it would be a fight for the ages."
58,600,Gourmet Cell Spectrum,Toriko,Bloodline,"Most of those who host Gourmet Cells have them in one “color”. That means, the user would host only one Appetite Demon. Like Toriko himself, you too have Gourmet Cells in different “colors”. With this perk, you will be able to choose additional “basic” cells that you do not have, on top of those granted by Gourmet Cells from this selection: “Red” Gourmet Cells, “Blue” Gourmet Cells and “Green” Gourmet Cells. “Black”, “White” and unchosen types must be acquired in Jump. When successfully implanted in Jumper, they are covered in fiat granted by Jumpchain."
59,600,Born of the Sea,Saint Seiya : The Original Series,Bloodline,"Whether you are a creature of the seas given
human form or blessed by the Sea God himself, your physical form is not limited to that of the
land-based apes that inhabit this Earth. You may freely change your physical form to any sort of
sea creature that currently exists in the world, anything between the size of a shrimp or the bulk
of a full-sized Kraken. The only restriction is that said creature must already be aquatic before
transforming into one of them. Roar, mighty Leviathan."
60,600,Sage’s Heritage,Reincarnator,Bloodline,"The Sages grow at an extreme rate. They are able to
learn very quickly with tremendously high intelligence, invent marvelous technology

and improve them. Their cells get reinforced by the mana as time goes on which in
turn enhances their body, all this because they are born with a unique organ within
themselves that convert their ingested nutrients into mana. Their control of mana
increases and their wisdom as they age. Their nickname in the past had been the
Race of the Dragons because they were like Dragons who got stronger as they got
older, and you are somewhat different, even though you might appear like a human,
your true heritage is that of a Sage, giving you all their innate skills, but because you
never inhabited a world that had mana, this power has been dormant, and now more
than active, you will feel this slow transformation as your body gradually becomes
one of a true Sage."
61,600,Arch-Demon: King of Evil,Avesta of Black and White,Bloodline,"You have been chosen by the Truth to play one of the most important roles in this universe: to be one of the heads of the side of evil. That is, you have become part of the weird, violent and dysfunctional family that are the seven Arch-Demons! It seems that you have taken the place of the mysterious Aka Manah, as probably very few would notice the difference in such a case.

The Arch-Demons are the mightiest of the Daeva, beings to whom destroying planets is expected, and you now have that same kind of strength. Not only that, but being the summit of the individualist Daeva, any powers derived from your own will or that enhance yourself are multiplied in potency, such as the Power of Ego or most Commandments.

In this world, Dagravant of similar tendencies to yourself will flock to you, or even new ones will appear molded after your own themes to become your servants. While these aren’t close to a true Household, it wouldn’t do for a true King of Evil to go without minions.

Lastly, as one of the pillars of the Evil faction, whenever you destroy a large portion of the forces of Good, you will feel as if your own momentum in the universal war is increased, making your enemies have a harder time to reorganize and the forces of Evil prosper faster. However, as the Arch-Demons are singular existences compared to the collective mighty of the Wahman Yast, your effects are far less pronounced, needing a much larger kill count for a similar effect. 

In future worlds, you will keep the same effects of the rank of Arch-Demon, and will be invited to join a similar group if it exists."
62,600,Pandora’s Child,Campione,Bloodline,"Ah, the Campione, the unrivaled humans that managed the impossible: to slay a deity by themselves. They are Pandora’s adopted children and the owners of a few advantages. Now, you’re one of them too. As a Campione, you gain an all-around stronger body, grant you a natural talent to understand any language, an increase in mana that would make even the most untalented into a rival for a Paladin and a natural Magic Resistance that rivals the Gods themselves, making all mortal magic basically useless against you and greatly diminishing the magical attacks from Gods or other Campione. Also, your body will become near ageless, also having an accelerated healing and gaining magic senses if you didn’t have them before. All in all, you could say that it improves everything about your body, not to mention that you also gain [Authorities] from any God you slay. Don’t get too lazy because of this, I must warn you, many Campiones have fell after relying too much on their natural advantages, since there are ways to go around them.

Gain up to 3 Authorities."
63,600,Dragon Soul ,Trinity Wonder,Bloodline,"Those with the Dragon Soul are able to gather vast amounts of mana to use for casting spells, as dragons are the origin of magic. As you progress in magic, so too shall you steadily attract more mana to yourself. People with dragon souls make powerful mages. However, the name Dragon Soul is not just for show. A special transformation can be triggered any time your life's in immediate danger, turning you into a powerful, regenerative, dragon. But this is not entirely without drawbacks. There is a downside to having this power; if you ever take in more mana than your body can handle, you will turn into a wild dragon until the excess is burnt off. Luckily for you, unlike the norm you will retain enough of your sanity to avoid hurting those close to you when you transform in such situations, unless provoked."
64,600,Beautiful Blood,Tsukihime,Bloodline,"You’re not a Dead Apostle, but that doesn’t seem to matter anymore, does it? The World itself cannot seem to process the idea of the Jumper dying...and is quick to correct that error. Through an act of paradox or supreme blasphemy, your body has achieved physical immortality that puts even vampires to shame. Your body will almost instantly heal from injuries - cuts disappears in seconds, missing limbs replaced in minutes. Even if you were reduced to a puddle of meat, you would still be good as new just a few minutes later...though you would be fully conscious throughout the pain and the regeneration. It isn’t so much that your cells are repairing themselves, but that your injuries are ‘rewound’ back to their original shape as though nothing happened. Though you can survive just about any sort of physical destruction this way, your mind and soul do not share this eternity, and can still be damaged by other means. It is also possible for someone to force the concept of ‘death’ onto your body, though the list of people capable of that here...well, it’s just one, really."
65,600,Holy Sacrament ,Tsukihime,Bloodline,"You do not simply wield holy weapons -you ARE a holy weapon. Whether as a side effect of a past curse or a quirk of your lineage, you are a bit beyond the average human being - your body alone qualifies as a holy weapon, able to strike spirits and monsters as though you were the living blade of a saint, greatly damaging the demonic and the malevolent by touch alone, should you so will it. You can sense the presence of supernatural monsters or great evil within a city block-sized area, and track them with all the skill of an expert hunter. Your physical abilities are likewise enhanced - your strength is enough to bend steel, your speed is enough to keep up with a car moving at full speed, and your durability allows you to survive bullets and piercing wounds with a fair amount of ease, though removal of limbs or vital organs still can’t be shrugged off with this alone. Finally, in your hands,any already-enchanted items or weapons designed as ‘holy’ are twice as effective, letting you tear through Dead Apostles with ‘common’ instruments like Black Keys and cutting a bloody swath through dozens of them with something like the Seventh Scripture. You are the one who hunts heretics and monsters in the night - and now, you embody that purpose.
"
66,600,Crimson Red Vermillion ,Tsukihime,Bloodline,"You are what your family and many others have struggled to achieve for generations - a perfectly realized demon within human flesh. And unlike others, you are not at risk of being victim to the Inversion Impulse or losing yourself completely - your human and demonic blood exist together in almost symbiotic harmony, though you may be a tiny bit more sadistic or vicious in this form. Your eyes change to an icy blue, your hair a fiery red, your body having become a living Mystery, giving you resistance to magecraft, magic, and other forms of supernatural influence or damage, as well as letting you damage or influence them in turn. All powers you wield that are blatantly supernatural in nature and originate from your body increase greatly in potency in this form, letting you become a terror and a reminder of why mankind knew to hide from the ferocious Oni. At first, this increase in power is by half-again of your full might...but with time and age, this may increase further.

Taking this in combination with The Beast lets you intermingle your physical strength andMystery seamlessly, increasing your already considerable might and letting you match even aHeroic Spirit blow-for-blow in hand to hand combat...and perhaps even emerge victorious. Thisform and its effects can be toggled on and off freely.

"
67,600,The Beast ,Tsukihime,Bloodline,"A monster. That’s what you are. Your strength alone is enough to put most human beings to shame - you can crush trees with your bare hand,remove a human head with a lazy swipe, and move faster than the human eye can follow. Your Endurance is similar, letting you withstand similar blows with ease, even surviving vicious attacks from a Dead Apostle or a skilled assassin that would normally tear a human being apart.In addition, your fighting style is both feral and graceful, letting you channel a monstrous berserker rage through yourself yet remain completely lucid no matter how overwhelming your bloodlust became, changing it into pure strength that adds to your already considerable might.Finally, you possess a muscled and athletic frame to match your newfound strength, which likely adds a considerable intimidation factor...or just a show that you’re not to be angered needlessly."
68,600,Phases of Divinity,The God of High School Jump,Bloodline,"All High Gods, the third highest rank of God and the one directly above you, possess additional forms that they may take on when they require more divine power. Whilst not yet a High God in rank, you have gained this innate ability and mastery over both of these new forms. You are able to take on the Second Phase and the Third Phase form. Each grants a progressively more massive boost to both your physical abilities as well as your life energy powers. The Second Phase grants you a more divine form, fitting to your own personal theme, whilst the Third Phase twists this into a monstrous visage, more akin to a wrathful God then an ordinary divinity. Whilst each of these forms drain your energy faster than normal, you excel at managing this cost and can stay in the Second Phase for hours at a time and the Third Phase for close to a single hour, much more than any of your elder brethren.

Boosted: A true god remains divine no matter his form. Once that spark was placed in your soul, it wouldn't leave no matter what you become or what you do. In fact, it's become rather useful that it won't leave you as your Phases aren't quite so limited. You're able to force these Phases to activate with other transformation effects, pushing them into a second and more divine form that possesses much greater power, though at the cost of great drain on your energy while active. You are even able to go to a Third Phase, as monstrous as normal and possessing even more power, though the drain is also increased.

Boost Requires Reincarnation(High God) to Activate"
69,600,True Form,The God of High School Jump,Bloodline,"The form you inhabit now is not quite your true form. Not anymore. Rather, think of the body you are in as a lesser, sealed version of your true magnificence. When it’s time to go all out, you can release the seal on your body and take your real form. Ten times as large as your normal body, this true form enhances your physical abilities and any powers that rely on your life energy immensely, enough to easily turn the tables when you’re being pushed to the brink of defeat by a foe much stronger then you are. However, the lengthy time you have spent without this true form renders it a tiresome thing to stay in and it will be a few years of practise before you can stay in it indefinitely.

Boosted: There's no need to ever fight alone again, not now that you have yourself with yourself. You are able to summon your True Form not as a transformation but as a separate being, a Charyeok connected to you that will aid you and fight alongside you. They're you in every way except them being ten times as big, rather more powerful in the physical and life energy departments and that they follow your lead without dissent. If hurt or destroyed, they'll take a week or so to slowly regenerate to full. They can be dismissed or summoned at will, like any Charyeok.

Boost Requires Reincarnation(High God) to Activate"
70,600,King,Ragna Crimson,Bloodline,"The Seija, the high tier dragons, do not come from the evolution of other dragons. No, they gain their monstrous powers and forms by receiving the blood of the Dragon God and undergoing a transformation. But the Dragon God isn’t the one in charge of this process. Instead, this task is delegated to the Dragon Kings who have been granted power by the Dragon God, one for each of the six Bloodlines: Wing, Scale, Claw, Breath, Eyes and Bone. You are now the king of one these bloodlines, even replacing the current Winged King if you wish so.

First, you have the power to bestow the ‘blood of god’ to others, initiating the transformation into Seija. This will turn even regular humans into the powerful dragons known as Seija, and each individual you turn into a Seija will gaining their own special powers and magical abilities. It’s not an ability that you can use often, perhaps you could do it a couple of times per year, and the maturation time to reach the maturity as a Seija varies from individual to individual as explained before, but a single Seija is more than enough to lay waste to armies of dragon hunters and bring ruin to cities.

Secondly, you have an increased potential when it comes to creating lesser dragons, being able to use your blood to spawn tens of thousands in a second in a giant tornado of fire and flesh. Lastly, it seems that the individuals that you remake as a King gain a strong affection towards you. It may be a deep crush, mad love or just a great amount of loyalty.

If you are not a Seija you may still turn others into members of your species and allow them to gain their own special magical powers, but you won’t become a king of the Brethren nor will you have the special ability to create more dragons."
71,600,Monster of Myths,Fate/Legends - Empires of Antiquity,Bloodline,"Sirens, minotaurs, harpies, centaurs. They’re impressive magical creatures but they’re not usually
the sort of thing that a demigod would have stories told for triumphing over. That’s another breed
entirely. They need things like what you are now to fight for legends to be made. The hydra, the
nemean lion, the chimera. Dragons, demons, divine beasts of power such that they can challenge
lesser gods. You’re able to take the form of one of these legendary creatures, even one of your own
designs. With a physicality easily capable of killing most of the heroes of these lands and certainly
threatening figures such as Heracles or Achilles, your threat is only further heightened by your
immense magical power. Magic is so tightly entwined with your body that a few drops of your blood
could match the output of mana from a modern magus. Cities and mountains would disappear
before your wrath, should you have the means to make use of this energy.

It’s well you do, several in fact. The legendary creatures of Ancient Greece were not known for just
physical power. You can choose up to three magical abilities to have as innate parts of your form. The Hydra’s infamously toxic breath and multiplicative regeneration or the Nemean Lion’s immunity
to all works of man, even the mighty breath of a dragon and their unique reactor souls. The less
abilities you pick, the more powerful the magical ability but even three at once would each be things
to prize. Additionally, your current state is not the end of your advancement. Should you perform
monstrous acts while in this form, such as indiscriminate killing for pleasure, you’ll find that the form
will slowly grow in physical and magical power, potentially even in size as well, to scale with the
awfulness of your deeds. Your body coming to reflect the monstrosity of your soul, it appears. "
72,600,Vermillion Oni,Fate/Legends - The land of The Rising Sun,Bloodline,"Your Oni blood is awakened to the very limit of it’s potential, making you into a terrible creature the
equal of the rulers of the Oni Mountain. Rather than just making you a powerful Oni, this is in
actuality a trait that can apply to any species who you are part of, even in just sharing some of their
blood. You gain the potential to quickly awaken the legacy in your blood, gaining the powers of the
full race your line comes from and over time coming to represent the most powerful members of
that species. Additionally, your awakened blood grants you a significant advantage when you fight
against a member of your own species, drawing out a noticeable amount of extra strength from
within.

As an Oni, your powers are quite significant. Enough brute strength to crack open a mountain, cause
tremors across an island or turn a town into a series of craters. Incredible toughness, not just in
reducing the damage you take but surviving grisly wounds, able to live with a decapitated head or
crush chest without issue. Indeed, just cutting off your body parts won’t remove them from your
control, able to animate severed hands and legs as if you were still attached. Your magical power has
increased to match your strength in output and you are able to channel it into heat or fire, creating
and manipulating these elements at lethal levels of intensity. Despite the monstrous nature you
have, you’ll possess a charismatic presence that can even make those setting out to hunt you down
falter, in fear or wonder or even desire. Perhaps that presence also translates into a beautiful
countenance, if you haven’t decided to appear as a monstrous version of the Oni-kind?"
73,600,Stoker’s Demon,Fate/Legends - God Save the Queen,Bloodline,"A legend that won’t ever give up it’s terrible hold on life. Bram Stoker wrote but a mere story on an
ancient count who fed on the blood of living beings but it grew so far beyond that, bringing fame to
the legend of the vampire and defiling the legacy of one Vlad Tepes. Despite the true form of
vampires being that of Dead Apostles and not this fictional breed, you still find yourself waking this
evening with the powers of that dread count.

The many traits of this classic fiction are present in you now. Unaging immortality and pale beauty
when not enraged enough to use your bestial abilities. Your body takes on a composition less of
flesh and blood, more shadows with mass, the change allowing you to survive even the most terrible
wounds with little penalty. A destroyed heart or damaged spirit core hardly slows you and your
potent regeneration can heal most wounds before the attack that caused them has even finished. This can be focused on certain areas to make it almost instantaneous but one should be aware that sustained levels of severe damage over time will cause your regeneration to slow and eventually
falter. Despite the fictitous nature compared to them, your regeneration abides by the same
mechanics of the Curse of Restoration that Dead Apostles have. It works via regressing time, rather
than simple healing, and grows stronger as the moon waxes.

The same shadowy powers that grant this healing also improve your power, giving you the strength
to effortlessly bat around powerful Heroic Spirits or cause the ground to tremble for miles. Your
speed matches this physical strength, bursts of movement that can cross miles in moments or let
you throw out attacks well beyond the speed of sound. All of the many incidental abilities shown by
Count Dracula are yours to possess as well. Control over the weather or shadows, hypnotism and
manipulating the memories of humans, crawling on walls or commanding the animals of the night
and more. Your shapeshifter abilities let you turn into such animals, as well as mist or a swarm of
bats, an instant transformation that can make melee combat against you near impossible.

As is natural for any vampire, you have the claws and fangs to suck blood from others. Not only does
this sate your own deep hunger for blood, it also turns those whose blood has been sucked into
undead slaves, barring great mental or magical resistance. Acting as ghouls loyal to you, you can
embrace and expand your undead army quite rapidly, and your bite has an unnatural ability to
bypass all defences against ‘attacks’. It is, after all, a show of affection to take them into your
undead family in such a way. But the legends of Dracula are not all positive and the presence of
sunlight will significantly weaken your powers, while holy powers can deal catastrophic damage to
you. A devoted priest of great power could very well kill you when a whole team of history’s great
heroes failed.

As your power comes from the legend of Dracula, it is possible that new or altered abilities will
reveal themselves in time. Sometimes temporarily, sometimes not, as the legend and story may alter
or have certain aspects become more popular in time. While the above abilities will always remain
with you, you may find that different worlds offer new variations to enjoy for a time."
74,600,Dragonheart,Fate/Legends - Garden of Avalon,Bloodline,"When you were but a babe, a mad wizard decided to test out a new spell on you. He infused your
body with the blood of a dragon, granting those same abilities in your frail human form. Or not so
frail anymore. Your core has become akin to that of a Dragon, immensely enhancing your magical
abilities. Your mana will grow immensely as you age, becoming close to equaling that of an adult
Dragon by the time you are an adult, and continuing to grow at a slower rate as long as you continue
to live. It will replenish at a terrifying rate, refilling from empty in but an hour of time as your inner
dragon generates nearly endless amounts within you. This draconic power also grants you a
extremely high level of resistance to magic, rendering you immune to spells save from the highest
class of magus, such as Merlin himself. However, it does also make you slightly more vulnerable to
attacks that have an advantage against dragons, due to your nature."
75,600,Mutant ,Chrome Shelled Regios,Bloodline,"Like Airen, Dixerio, & Nirphiria you have become an immortal Mutant who will continue to evolve as time goes on, but you have limited control over it. You regenerate as long as an atom of you remains and with no scarring afterwards. This regeneration affects your body, mind, and soul ensuring that any damage you take heals. This regeneration has a handy side effect of granting immunity to disease and poison. You have control over your regeneration; so if you want to permanently edit your genetics or stop something from regenerating you can. You stop aging once the prime of your life is reached, or revert back to your prime. Your appearance never deteriorates regardless of lack of exercise or food. Since you no longer need to eat, drink, or breathe for living anymore, but may still do so for enjoyment. Your hair and teeth will always be perfect no matter the situation you are in and regrow if lost. Your mind is equally made immortal granting you a perfect memory, with instant recall, unlimited storage, perfect indexing, perfect comprehension, and you can not lose your memories if your head is destroyed or time altered. Your immortality includes being immune to corruption, changing or copying your memories, mental attacks, hacking, mind control, brain damage, & possession. You may share this immortality with those you are married to and/or are soulmates of, but they may not do the same. "
76,600,The Legendary Jumper,Dragon Ball,Bloodline,"There are a few rare members within each species who possess immense battle power
and talents far surpassing their species standard. Some examples of this include Frieza,
Slug, and Broly. They represent the mutant variants of the Frost Demons, Namekians,
and Saiyans respectively. By taking this perk you may become a legendary mutant of
whatever species you belong to.
This will greatly amplify your power and likely give you your own unique abilities. For
example, Saiyans would gain access to the Legendary Super Saiyans forms, have their
power double every year like Broly, and a much stronger anger boost. Lastly, choosing
this option will remove any negative side effects of the form. Using Saiyans again, you
wouldn’t become a mindless berserker due to rage."
77,600,Eternal Son,A Will Eternal,Bloodline,"You are a being directly created by the Eternal Mother herself, in a moment of her rare
waking, to be another possible weapon to use against the Mortal Renegade. This has left
you with a single overwhelming attribute. This could be an unrivalled hardiness, near instant
regeneration, seemingly endless life-force, or something else. You may only have a
weakened version of this while still at the early stages of your cultivation, but as you
progress, so too shall this powerful ability grow with you naturally, even without your help."
