,CP Cost,Name,Jumpchain,Chapter,Description
89,200,"Water God Style

",Mushoku Tensei,Martial Art,"Water God Style focuses on defensive techniques and counterattacks. Typically, users wait for their enemies to make the first blow. Water God style users can avoid injury and protect allies much more effectively in combat than any other style, though they may have trouble inflicting injuries themselves. Water God users are especially good at defending from Sword God attacks through counterattacks but may have trouble defending against the unusual attacks used by North God style users."
90,200,"North God Style
",Mushoku Tensei,Martial Art,"A style that extends outside standard combat. North God Style focuses on utility, sneak attacks, psychology, and escape as ways of achieving victory. Users often pick their battles carefully or make use of strange techniques like swordplay that shines light in an enemy’s eyes, bluffing during combat, or coating weapons with poison. Users are quite effective at making it past the defenses of a Water God user but can have trouble keeping up with the techniques of a Sword God style user."
91,200,Way of the Sword,Tekken,Martial Art,"You gain incredible skill in swordsmanship similar to the great Yoshimitsu.
You could even fly by swinging it above your head."
92,200,Stealth expert,Tekken,Martial Art,"You’re a Master of stealth. You could infiltrate highly armed military bases and
no one would ever even know you were there."
93,200,Shotokan Inspired,Street Fighter,Martial Art,"While Shotokan is not the art's true name, it is the easiest term to use for
the many derivatives of the martial art. The origin of this art was ""Ansatsuken"", an assassination art
founded in Japan's Feudal Era.
 Gouken, who only wanted to embrace the peaceful and spiritual aspect of the art, developed a
sublimated variation of the same martial art style called ""Mu no Ken"". Others have also emulated
the techniques of one style or the other, creating personal variants of one of the styles.
 Whatever the case may be, fighting is in your bones, and you have through discipline and training
become a ""Shoto"", a practitioner of one of the varieties of Shotokan. Mysterious energies are
inherent in these styles as you will soon learn, and practitioners of the art seemed destined to cross
paths with many powerful individuals during their lives. "
94,200,Guru,Street Fighter,Martial Art,"When I say yoga, the first thing that comes to mind is probably impossibly painful
contortion and stretching, or resting on a bed of needles. In this world, that is only the tip of the
iceberg, as yoga is a practice aiding in spiritual enlightenment that can grant strange and unique
abilities.
 You are currently a novice compared to true masters, only possessing the ability to stretch your
skin and joints far beyond that of normal humans and levitate through the air while in a meditative
position. In time, training, study and meditation you may yet find your true potential and become a
""Yoga Master""."
95,200,Steady Watch,Street Fighter,Martial Art,"You can't always be there to prevent injustices taking place. One person can
only do so much, watch over an area so large before illegal activity begins to slip through the holes in
the net of law enforcement.
 Police don't just work in law prevention though, and upon purchase, you'll get training, skills and
experience that goes with being a decorated detective. Observe a crime scene, notice things that
others passed over entirely, get gut instincts that turn into leads.
 Learn how to apply pressure during an interrogation using a mixture of bluffs and established facts
to make the detainee crack. You're eyes see what others don't, and law breakers who slipped
through the cracks of the city, or even the world, cannot evade your detection forever."
96,200,Arsenal,Street Fighter,Martial Art,"Hands and feet only do so much. Humans proved their dominance over the natural
world through the use of tools and their ingenuity. You've decided to rely on similar means in order
to overcome the combat beasts of this world.
 Upon purchase, you gain great proficiency in the creation and use of all manner of concealable
weapons and tools. Lock picks for breaking and entering, varying simple bombs for concealing
yourself in smoke or quickly detonating something, throwing stars and knives for quick ranged
attacks during battle, blowguns for taking enemies out from concealment.
 This perk allows you to get better with similar small tools used in espionage or combat in the
future, and makes it easier to hide such things on your person."
97,200,Routines,Toriko,Martial Art,"Centered around mental images and physical movement. The higher the concentration, energy, and experience a person has with routines then the less physical movement is required to perform the routine. The lowest level of a routine requires a lot of movements and time but at its highest level it is an entirely mental action. You start with the most basic of routines where one creates a mental image of success to increase concentration and accuracy. You can increase your own concentration to the point that you don't even flinch when stabbed in a vital organ. The drawback is that it contains several movements which take time to perform, leaving you vulnerable.
"
98,200,Knocking Training,Toriko,Martial Art,"A special, non-lethal method of capturing wild beasts. It generally involves striking the nerves or pressure points that control movement of living creatures with the use of specialized techniques or the use of biodegradable needles fired from various implements known as Knocking Guns, which can paralyze beasts. This way any beast can be transported alive. 
However, the location of these nerves is different in every species so a great amount of knowledge and experience is required to use Knocking techniques or Knocking Guns effectively. 
You have a general knowledge of Knocking and with time and practice can Knock all manner of creatures. You can even use Knocking barehanded if you try hard enough."
99,200,Silent Fist,Fist Of The North Star,Martial Art,"- You are a master of weapons, no not guns or bows. Blades, clubs, and thrown
weapons are your preference. You can give an edge to a blunt length of pipe or make a cheap knife
sharp enough to cut through tank armor. And the edges of any weapon you swing or throw will cut
through the air soundlessly. Your skill with these weapons is enough that you can kill a squad of armed
enemy soldiers in seconds without getting shot once, but against something like a Hokuto practitioner
or a Nanto master you still have a long ways to go."
100,200,Hikou Fuuji,Fist Of The North Star,Martial Art,"As a student of Hokuto Shinken you have had training in not only utilizing an
enemy's vital points against them but also in defending yourself against your own techniques and any
similar arts you may encounter. With this method of Pressure Point Sealing you can resist attacks
against your 708 vital points, protecting yourself completely if your fighting aura or Touki is greater
than your opponent's and buying you time to reverse the effects or suppress them if you are of similar
strength. It doesn't help much if you are completely outclassed though so try not to get hit in the first
place."
101,200, Suieishin,Fist Of The North Star,Martial Art,"Hokuto Shinken training is rigorous and a student must learn quickly lest they die
when the master demonstrates new techniques on them. You have mastered the Water Reflection Spirit
technique and can copy techniques after witnessing them once. While this allows you to use techniques
from styles you don't know, it is only in perfect mimicry and it requires further effort to properly learn
foreign techniques like this instead of simply aping the movements."
102,200,Survivalist,Reincarnator,Martial Art,"You had a weird hobby before arriving here, cooking, now with
so many different beasts and different ingredients laying around, it has given you
many ideas for different dishes, you can now turn even the ugliest monster into a
delicious beef with simple cooking tools, you could even make herbs and tree barks
into something memorable if you put some effort."
103,200,Cultivation Techniques,Desolate Era : The Three Realms,Martial Art,"You can get a cultivation technique that will allow you to
advance all the way to the World God and Chaos Immortal Realm, the technique you get is of the
highest quality, and you won’t need to worry about your future growth being crippled by using it.
It is easy enough for even a mortal to folow. Your cultivation technique is uniquely attuned to
whatever Dao's you grow proficient in."
104,200,Total Concentration Breathing,Demon Slayer,Martial Art,"Can be purchased three times. Oh, now it gets interesting. After a certain point, training your body in the classical sense
just doesn't make fighting demons any easier. But! Fret not, because with this, you're now a practitioner of a
Breath Style; at the core of this technique, whatever it happens to be for you, is specialized patterns of
breathing combined with precise movements of your blade, evoking something elemental or natural with
each technique. At first, this simply makes you a fair fight for your average. demon - not the Twelve,
certainly, but someone who's had a few good meals in their lifetime - thanks to your expanded stamina,
heavily-oxygenated muscles, and precisely stylized strikes. You'll never break a blade (or spear, or mace,
or whatever else you fight with) because of a bad swing again, and as your lungs grow stronger, so do you.
Of course, this baseline assumes you're practicing an established style...but with an additional purchase of
this Perk, you develop you'll have achieved Pillar-level mastery of something more unique, a signature style
of sword-fighting that may very well be yours and yours alone, and by buying this Perk a third time, you are
the progenitor and grandmaster of a complete fighting style on par with the Breath of the Sun itself - hell, it
may not even be a sword-based fighting style. This will allow you to teach others your style as well, and like
the Breath of the Sun, there will be enough material for other skilled fighters to develop their own variations
of it if they don't have the necessary constitution."
105,200,Dishonourable Warrior: Gunslinger,Avesta of Black and White,Martial Art,"The usage of firearms is really unsuited for this universe, let alone the Yazata, who value the refinement of their sword styles and the discipline that comes to attaining power through harsh training. After all, it is a combat style that doesn’t really display one’s martial prowess nor dedication, and while it can be quite effective at the lowest levels, it doesn’t really let much room for growth.

Perhaps you can prove them wrong. Not only do you have an aim that borders the supernatural, as you are able to nail several headshots in a row and even perform trick shots even without the usage of special abilities, but you have the ability to create bullets with your your own special powers, allowing you to channel them directly into the enemy if you manage to land a hit. Which shouldn’t be hard for you."
106,200,Special Techniques,Trinity Wonder,Martial Art,"These are the required skills if one wishes to be more than just a fighter. These are the ki techniques that Murim warriors deploy in order to enhance their body and unleash powerful attacks. This is the Murim Warriors equivalent of a basic mage’s myriad of spells. With these techniques, a warrior is able to see in the dark with the Eyes of Night, walk in the air with Void Steps, strengthen their body beyond human limits, and more. With this perk comes the ki reserves necessary to make use of many of the abilities within, though the most energy intensive ones may exhaust you until you build up better reserves. You could now call yourself a proper warrior of Murim."
107,200,Revival Taekwondo/Northern ITF-Taekwondo,The God of High School Jump,Martial Art,"Two forms of martial arts developed in this world, based on enhancing ITF style Taekwondo. Originally, Northern ITF Taekwondo was developed by the North Korean Government, designed to work as a killing skill rather than for competition sports. Terrifyingly effective, it allowed incredibly high speed movement while losing none of the power of the user’s kicks, letting users of Northern ITF Taekwondo tear through even armed soldiers like paper.

Revival Taekwondo, also called Re-Taekwondo, was South Korea’s answer to this. Created by Taejin Jin with WTF Taekwondo as a base, it focused on eliminating what weaknesses remained in Northern style and enhancing the art as a whole with stealth techniques. A perfect counter to the Northern style, it progressed greatly under the hands of its founder, with techniques to manipulate air pressure or apply the force of singular attacks multiple times over being created.

May be Purchased Multiple Times"
108,200,Kyokushin Karate,The God of High School Jump,Martial Art,"Otherwise known as Full Contact Karate, it is one of the most popular Martial Arts in the whole world, having many millions of practitioners counted and likely even more uncounted. The version you have learnt is far above the normal art that is taught however. You have learnt the Four Pillars techniques, moves that involve the manipulation and enhancement of your life energy to create incredibly destruct blows or blasts or energy. You could even unlock the final secret technique in time, built on using all Four Pillar moves in concert to hit with the force of an entire mountain."
109,200,Clear Sky Archer,Gourmet Of Another World,Martial Art,"The Clear Sky Pagoda is a sect that specializes in archery techniques. Perhaps you were a member of this sect or underwent similar training. You are a master archer and a truly devastating shot. Your skill would allow you to kill cultivators even if you were a normal individual. This will also boost some aspects utilized by archers such as your eyesight and strength.
"
110,200,Unobtrusive,Cradle,Martial Art,"When you don't want to be seen, you usually won't. It's not even a
supernatural ability, you simply know how to remain out of sight. Usually so you can make a
grand, surprise entrance. Or maybe you're just gathering information where you really shouldn't
be. On occasion, someone might overcome this, so be prepared to explain why exactly you
were using a feather duster on the ceiling in your boss' private quarters without anyone seeing
you come in."
111,200,Way of the Blade,Dragon Ball,Martial Art,"While Yajirobe is far from the strongest warrior on Earth he is still powerful. Particularly
as he was motivated to train in this world rather than laze around. He however, is
unique amongst the Z-Warriors as the only true sword user. Inspired by Yajirobe you
have honed your skills with the blade becoming a true sword user. Aside from being a
master sword user, this also can have a special effect on your ki. The Ki of a
swordsman is sharper and more overbearing than normal. This makes them stronger

compared to someone of the same level. Lastly, this perk will also give you a wide array
of knowledge regarding Ki-based sword techniques to use."
112,200,Shadow Walking Method,Generic Exalted,Martial Art,"Stealth and you are old friends. The shadows welcome you,
traveler, and in turn you embrace them like an old companion. Whenever you are seeking to go
unnoticed, so long as there are shadows to duck into, you will invariably find them. Almost as if
you were drawn to them, and they to you. You’re not the stealthiest thing around by any means,
not yet at least, but this innate talent of yours will see you in good stead and if you put in the
time to practice you may yet be able to go as unseen as the wind itself."
113,300,Path of the Blackflame,Cradle V1,Martial Art,"Fire and Destruction. This path is focused entirely on overwhelming the opponent with overwhelming force. Shown techniques include the Dragon’s breath, a black and red Kamehameha that can burn through almost anything. The burning cloak, used to make every movement multiply the force of the user while active, and the void dragon’s dance, which causes pillars of flame to rise form the ground to consume your foes. Gold sign are red iris’s with black sclera eyes.

"
114,300,Path of the Endless Sword,Cradle V1,Martial Art,"All swords are one. This path uses enforcer techniques to increase your speed and the sharpness of your sword at once, and also uses the endless sword, a burst of sword madra that causes every other bladed or pointed weapon to respond in kind turning every edge in the area into a bomb of phantom cuts.

"
115,300,Path of the Starseed,Cradle V1,Martial Art,"Light and Fire. Practitioners gather aura of light and heat into a tiny ball of madra that they keep inside their spirits. They can manifest it, like a tiny star in their hands, but any power they use is taken away from the Starseed's growth. As they advance, they also advance their Starseed, but it's far less useful than any similar Paths (like, say, Heaven's Glory) until they reach Underlord. If they continue to advance, their Starseed can eventually burn cities in seconds after manifesting.

"
116,300,Path of the Eight-Fold Spear,Cradle V1,Martial Art,"A path that works best with seven other practitioners who come together with you in perfect teamwork. The 8-man empire was able to fight off other monarchs despite not any one of them being a monarch. Individually, they’re powerful, Together they’re incredible.

"
117,300,Path of the Seven Pages,Cradle V1,Martial Art,"The path of seven pages uses seven techniques, each from a separate shadow path. The artist bonds an ancient seven-page book covered in complex scripting and possibly containing multiple bindings. Each page represents one technique for each advancement level, starting at low gold. They have their soul space opened early and have a gold sign that makes their hands look like they were covered in tar.

"
118,300,Path of the Hungry Deep,Cradle V1,Martial Art,"Blood. This is the path of the Monarch Northstrider. He uses to eat sea monsters and dragons to gain their powers for himself. little is known about it, but he is able to form a giant dragon’s mouth of blood madra to consume any monster he comes across.

"
119,300,Path of the King’s Key,Cradle V1,Martial Art,"This path is a complete mystery. Besides the name, I got nothing. but the only user of it was able to fight other heralds and is trying to take over the world. So, assume something awesome and powerful. My guess is Space and Storm.

"
120,300,Make your Own Path,Cradle V1,Martial Art,"Don’t like any of the cannon options? Well you can now make a path of your very own. Choose any number of madras to focus on, and don’t worry if the combination has similar requirements to anything else, different paths behave differently. Fanwank it. If you list out a forger, ruler, enforcer and striker technique of your new path, this purchase is discounted. Make some crazy madra types, like gravity, or roundness, or butter. So long as it’s something you could reasonably understand, you can pull it from something and make a path out it.

"
121,300,Murderous Blade,Kill 6 Billions Demons,Martial Art,"A forbidden technique, this perk allows you to drain the Atum of others by hurting them physically, and steal their Atum for yourself. This allows you to heal from hurting others. A dark talent, for sure, but also a useful one."
122,300,"Flowing Water, Crushing Rock Adaptation",One Punch Man,Martial Art,"As a former student of Bang, you have mastered the basics of Flowing Water, Crushing Rock Fist, allowing you to flow effortlessly around your enemies' attacks, countering them with immense force. Your adaptability in battle is second to none—you can dodge and parry even the fastest strikes, turning your opponent's energy against them. Over time, you’ve learned to modify this style to suit your unique approach, blending precision with raw aggression. Like a river carving through stone, you chip away at your enemies until they have nothing left."
123,300,Martial Art Medicine,History's Strongest Disciple Kenichi,Martial Art,"You may now apply your martial arts techniques to heal
people instead of harm. Whether it be massage, chiropractic or acupuncture, you can now fix
nearly any non­life threatening injury through a few sessions of your specialized treatment. You
may even be able to regrow lost or severed nerves, restoring function to paralyzed limbs and
reinvigorating aged bodies to near the prime of youth. There are limits to this and while you
cannot do the impossible (regrow lost limbs or restore the dead back to life) nearly all of the
accomplishments of modern medicine and then some are within your grasp using these
techniques."
124,300,"Divine Strikes",Baki The Grappler,Martial Art,"A technique of ancient Chinese kung-fu. You can control the force of your hits with
impossible precision. You can punch a stack of tiles and chose which one breaks. It’s never
been seen in this world, but at a certain level, it may even be possible to send your strikes
harmlessly through a person to break something on the other side of them. –"
125,300,Ancient Techniques,Tekken,Martial Art,"You have knowledge of old techniques used by Masters of Ninjutsu. Some
of these methods include healing yourself, teleport over short distances, become invisible to the
human eye and possible more. When you’re at your last resort these techniques might be just what
you need to win."
126,300,Pressure Points,Street Fighter,Martial Art,"The human body possesses numerous pressure points. They get their name
from being small points scattered about the body that can cause a variety of effects when pressure
is applied, such as reflexive movement, severe pain, even numbness or temporary paralysis.
 Upon purchase, you gain encyclopaedic knowledge of every human pressure point around the
body. Where they are, what they do, how pressure could be applied and if striking them during
combat is viable.
 This understanding of the concept of pressure points makes it easier to find them in other living
creatures as well. Actual study must be done to come close to the level of understanding that you
have for the points of humans however."
127,300,Conduct of the King,Toriko,Martial Art,"By imagining a scenario or event strongly enough, a person is able to cause an impression of that scenario or event that it actually occurs, whether that be imagining stress and forming an ulcer or imagining an attack succeeding and having it actually succeed. To fully utilize the effects of the technique it requires an astonishing level of concentration and self-confidence, and depending on the difficulty of the desired impression the energy required can be enormous."
128,300,Superb Sword: The God of War,Avesta of Black and White,Martial Art,"In this land of constant war and exceptional warriors, your way in the arts of combat has few peers. Whether it is thanks to the accumulation of battle experience through the equivalent of several human lifetimes, a natural in-born talent never seen before, or perhaps even both, you have created a fighting style that could be called nothing less than divine. Whatever weapon you specialize in, be it a sword, a spear or a even your own bare hands, you have honed your style to inhuman levels of perfection. Your technique leaves no room for mistakes, every movement has been refined to utmost excellency to the point no effort is wasted, and every attack can be delivered to its intended target, usually your opponent's vitals, with a surgical precision.

Your specialization in this style does not mean that you are inflexible or easy to read. Your style is so all-encompassing that it can adapt to almost every enemy, breaking through any of their defensive techniques and delivering devastating counter-attacks, while standing like an iron fortress against anyone trying to find the smallest gasp or chance to catch a break from your onslaught.

With this style in your hands, you are a deadly fighter indeed. So much so that even when you are far behind in strength or even speed before a much superior rival, you can still manage to overpower them merely by using your superior skill in combat, easily delivering a humiliating defeat to those that would otherwise make a short work of you. Only someone on a near divine level of technique like yourself, or with abilities a few leagues beyond your scope can match or surpass you in a duel."
129,300,Chi You ,Records of Ragnarok Gauntlet (Humans),Martial Art,"This was the style born from conflict between the true Emperor of China and the demon all those before him bowed to. The Style that allowed for the History of China to pass into the hands of man. Qin Shi Huang developed it over the course of six days battling his foe. Perhaps he thought it to you, as you are now a Master of the Ultimate Martial Arts yourself. Simply by using this Style Qin managed to throw Ares and kill Chi You and do things like deflect the energy of an attack back to their opponent so believe me when I say that it truly lives up to its name."
130,300,Ssam Su Takkyeon,The God of High School Jump,Martial Art,"Created by Park Il-Tae and Mastered by his grandson Park Il-Pyo, Ssam Su Takkyeon was built as a combination of Re-Taekwondo and Practical Takkyeon, using the latter to overcome the weaknesses of the former. It holds all the strengths, speeds and techniques of Re Taekwondo but adds in the special skills to forcibly control the momentum of the opponent’s body, ways to negate the force of opponent’s attacks while striking back at them and even the ability to ignite the air around the user’s blows by grinding their fists or feet against another surface."
131,400,Head of John,Kill 6 Billions Demons,Martial Art,"For some reason, you have affixed 3 metal studs to your head. Don’t fret, these are actually useful. The left stud prevents your head from being decapitated, and it makes your head functionally indestructible (though this does not spread to the rest of your body), and you may survive a year and one day as just a head. Using the right stud, by focusing, you can read the general emotional state of the situation. The central stud allows you to fire a laser of ice, fire, energy, etc. from the stud. You may choose what each stud is made out of, however, it can’t be indestructible and you must have it either on you or in your warehouse."
132,400,Atomic Slash,One Punch Man,Martial Art,"The signature move of Atomic Samurai, the Atomic Slash, allows you to unleash a series of sword strikes so fast and precise that they are nearly impossible to follow with the naked eye. In a single instant, you can perform hundreds of slashes, cutting through opponents with precision and devastating speed. Your enemies won't even realize they've been hit until it's too late. This technique makes you a whirlwind of steel on the battlefield, capable of dismantling even the toughest foes with ease."
133,400,"Master of Sorcery",Baki The Grappler,Martial Art,"Aiki, the esoteric practice that gave birth to Aikido. Along with the basic traits of using an
opponent’s power against them, with just a light squeeze, you can exploit a foe’s reflexes
to bring giants to their knees or flying. You also have a grasp of your own orientation that
lets you jump around like a master acrobat and reduce the force of impacts. "
134,400,Traditional Ninja,Street Fighter,Martial Art,"Ninja, throughout myth and legend, are capable of a number of supernatural
abilities. Breathing fire, summoning familiars to do their bidding, melting into the shadows and so
on. While that reputation is inflated, there is some truth in the tales of their prowess.
 This perk grants you the full package of traditional mythical ninjutsu training. You can run across
water or vertical surfaced, leap from tree branch to tree branch in relative silence, use kites for
temporary flight, move without making a sound and conceal yourself by walking into shadows.
 More importantly, you have the direct combat applications as well, such as flying kicks reaching
out much farther than onlookers would expect, and complicated grappling techniques involving
spinning, leaping and incredible body control.
 The truly magical abilities like controlling the elements and summoning animals are just myth and
legend, but you are far more dangerous nonetheless than most can predict nonetheless."
135,400,Tandem Style,Street Fighter,Martial Art,"Martial Arts have countless possibilities, but a single art will always have clear
limitations, strengths and weaknesses that only become more pronounced the higher the level you
fight at. You will do away with this and seek limitlessness.
 This perk grants incredible skill with blending martial arts you hold mastery over into a single,
unified, more powerful style with time and training. Combining techniques even becomes possible,
discarding the flaws while keeping the strengths.
 Work to fuse a style focusing on pressure points with another based on bone breaking kicks,
creating a style that focuses on kicks so powerful and precises that they can cripple with a glancing
blow using the joint principles.
 While it should be obvious, it's also noteworthy that this perk allows you to easily shift between
any of the martial art styles you've practiced during combat as seamlessly as putting one foot in
front of the other. "
136,400,Enbu,Toriko,Martial Art,"Also known as Monkey Dance is a form of martial arts discipline as well as a form of ranking system that is unique to the inhabitants of Area 7. The way of Enbu is no simple matter as it is based around working with the body as a whole. This unison of the body must be performed on a cellular level meaning that in order to master Enbu, every single cell within an individual's body must cooperate together and put aside the differing emotions and thoughts which separate them from each other. Fully mastering Enbu would allow individuals to perform feats of strength and focus that would normally kill individuals.  Jumpers start with bare basics that allow them to form the most basic cell unison, a state where all cells work together in fight or flight situations. With practice, one could reach the level of Enbu presented by Bambina and perform similar feats that he showed. "
137,400,Shinobi Training,Saint Seiya Omega,Martial Art,"As one of the rare Saints hailing from a hidden shinobi village, you have
mastered the ancient art of the shinobi, blending it seamlessly with your Saintly
abilities. Drawing upon the principles of ninjutsu, your proficiency and strategic
acumen are comparable to that of a Chunin from the renowned Naruto series.
With a formidable arsenal of techniques at your disposal, you navigate the
battlefield with grace and precision, utilizing stealth, deception, and precise
strikes to outmaneuver your adversaries."
138,400,Taizan Tenrou Ken,Fist Of The North Star,Martial Art,"You have learned and mastered a fighting style that allows you to chop
chunks of flesh away from your opponents so fast that it inflicts a sensation of bitter cold before death."
139,400,Self-Taught Style,Fist Of The North Star,Martial Art,"You are no mere disciple in the art of combat, you are a master of your
own style. Through hard experience and rigorous training you've created a style all your own that may
not be the best for others, but in your hands it can match even the most legendary of styles and
techniques. Even if you face a master of an incredible style like Hokuto Shinken, you can fight evenly
with their best and what decides the match won't be who has the more impressive technique, but who is
tougher, stronger, faster, and just plain physically better."
140,400, Gou no Ken,Fist Of The North Star,Martial Art,"By some strange means you have learned Raoh's personal fighting style. This
fighting art demands immense strength of both body and spirit, strength that a practitioner uses to
destroy everything in their path. However since Raoh made this style it contains no means to attain
such power and is useless if you do not have strength far beyond mortal men from some other source.
If you have the strength to use it though, then no method of blocking, no armor, and no obstacle can
protect your foes from the force of your blows."
141,400,Hokuto Ryuken,Fist Of The North Star,Martial Art,"You have traveled far and wide across these hellish lands and somehow
attained mastery of Hokuto Ryuken. This art is a rival style to Hokuto Shinken and as a master of it
you can utilize the 1109 Keiraku Hakou pressure points as well as generate a Matouki aura. While you
have the power and skill to defeat a Hokuto Shinken successor even if they know Musou Tensei with
your demonic fighting spirit and destructive pressure points you must always maintain an iron will lest
you fall into madness you may never recover from."
142,400,Nanto Goshasei,Fist Of The North Star,Martial Art,"You know one of the five style of the
guardians sworn to protect the Last Nanto General. It could be the Garyuu no Ken of Juza of the
Clouds which is comprised of rapid kicks and grappling techniques which in the hands of a master can
even be a threat to Raoh, the Gosha Enjou Ken of Shuren of the Flames which is a strange art that lets
one manipulate flames while protecting you from the heat, the Gosha Fuuretsu Ken of Hyui of the
Wind which lets you manipulate the air itself to cut apart foes and enhance your speed, the Gosha
Hasui Ken of Rihaku of the Ocean which lets one strike with the force of a tidal wave using flying
attacks, or the Gosha Sanga Zan of Fudoh of the Mountains in which you use your strength and size to
crush and overwhelm foes."
143,400,Hokuto Shinken,Fist Of The North Star,Martial Art,"You are one of the rare few that have learned the art of Hokuto Shinken
and retain the ability to use these skills despite not being the Successor. You have complete knowledge
of Hokuto Shinken's techniques and can perform most of them ably, but the most advanced techniques
will require further training or perhaps something else you have yet to attain. You could match the
likes of Toki, Raoh, and Kenshiro in the art although without something more than this you will lose if
you face them seriously."
144,400,Acupuncture Master,Tales Of Demons and Gods,Martial Art,"The meridians of the body
govern the flow of energy from the soul, striking one can cause an
opponent to lose their ability to move or paralyze them for a short
period of time. You know all of the acupressure and meridian
points of anyone simply by looking at them, and, when used, you
can unlock the potential of a person's body simply with a few
silver needles. This may or may not cause excruciating pain at
the time of use, depending on the individual."
145,400,Personal Fighting Style,Reincarnator,Martial Art,"Before arriving at the <Otherworld>, you were
already a seasoned fighter, and now this place allow you to shine even further with
the superhuman abilities that runes, traits and skills can grant, you can now

seamlessly integrate your skills, artifacts and body quirks in a personal fighting style,
that will always fully integrate your skills and body into a machine of death."
146,400,Shadow Assassin,Bleach,Martial Art,"A true rogue, be it under the title of ninja or spy or assassin. Your skills with covert movement have
progressed to the point that few fortresses can hope to keep you out or detect you at all and even
sneaking around an active battlefield is quite possible. To the untrained eye, you could even pass
through an empty street in the middle of the day without notice. Even high speed movement like
Shunpo doesn’t adversely affect your ability to move stealthily much. Though most fitting for a
Shinigami, you also have a wide range of skills fitting to the duties of a Onmitsukido member, from interrogation tactics to sentry duty. You can hide both your presence and your Reiatsu with ease, a well practiced technique that only masters can see through, which can even help mask the use of Kido or other spiritual techniques. Perhaps the most useful skills are those in relation to the work of an assassin, both lethal and nonlethal methods to neutralise foes without being seen. You’re an expert at striking exact points
and vulnerabilities to take out powerful foes, well trained in varying arts of assassination. Weaving it
into your fighting style to cleverly disguise an extra attack or dirty trick isn’t hard, even when fighting
in the open against someone who knows to expect dishonorable methods from you. "
147,400,Clan Arts,The God of High School Jump,Martial Art,"You’re a rare instance of a human who has gained supernatural abilities beyond raw physical abilities through training, instead of relying on a Charyeok or Divine heritage. You were trained in the Ninja arts from the day you were born. Whilst this has left your stealth skills unparalleled, even letting you sneak through many magical wards, the secret techniques you have learnt are much more useful. You can substitute your body for nearby objects at super high speeds, as well as the bodies of those nearby. You can pin people’s shadows to the floor with sharp objects, trapping them unless they are immensely strong or you pull the knife from their shadow. You are even able to craft minor illusions over yourself, step between nearby shadows and create a limited number of clones, though these clones will be much weaker then you and likely serve only as a distraction."
148,400,Psyharden Sword Technique,Chrome Shelled Regios,Martial Art,"Like Layfon Alseif, Derek Psyharden, Haia Salinvan Lyia, and many before them you are a master of all of the Psyharden Sword Techniques. As for what Psyharden techniques actually are, they are a sword school that has an absurd range of techniques from Kei needles to strikes that disrupt the internals of your enemies. A great many of the known techniques are ones that emit Kei from their Katana. You have even taken a step further and can use these techniques with other weapons or even your bare fists. As a wielder of Psyharden techniques your Kei has reached the limit of how dense and pure it can become, and can easily use energy techniques and martial arts with any weapons you wield.
"
149,400,Teachings of the Kai,Dragon Ball,Martial Art,"The North Kai may seem like a rather unimpressive fighter, but he is actually a skilled
martial artist. Some of his most notable techniques include the Kaio-Ken and the Spirit
Bomb. You have been taught by King Kai and learned all of the techniques he has
gained throughout his life. The Kaio-Ken allows the user to multiply their overall power
at the cost of straining their body. The Spirit Bomb on the other hand is an attack that
gathers energy from the surrounding area and any living beings. Both of these attacks
are designed to fight enemies far beyond the user’s level. Purchasing this perk will
make you a master of each of these techniques."
150,400,Backhanded Deflection,One finger Death Punch,Martial Art,"The merits of Death Punch shine with its defence. A practitioner deep in concentration and focus
may swat away lesser blows without thinking, their limbs moving subconsciously to continue the
flow of the art. This deflection only works when many foes are felled or with effort from the user."
151,400,Way of the Infernal Fist,Infernals Exalted,Martial Art,"Not quite fiefdom, nor quite temple, but surely greater than a mere building are the fighting
academies of Malfeas. Here worthy students are accepted into an academy to learn the
infernal martial arts and various armed fighting styles. While unworthy students are either
rejected, accepted only to be used for sparring practice and manual labor or killed outright.
You were one of the worthy ones, accepted in a Malfean school and taught the ways of
martial combat.
Perhaps you found the Ten Shadows Academy in the wake of the Ebon Dragon and learned
of the ten principles exemplified by the Ten Shadows, those principles of assassination,
obfuscation, misdirection, interrogation, seduction, betrayal, deception, secrecy, persistence
and the poisoning of the spirit. Perhaps you joined the brutal school of Suntarankal, and
endured the ruthless and callous nature of this Unquestionable to train for seven years in
hellish regimens from which many students leave injured, crippled, or outright destroyed.
Perhaps you joined any of the hundreds or thousands of other schools. Perhaps you simply
relied on your own talent and gained understanding of the brutal Infernal Monster style in the
frequent battles on the streets of Malfeas. Or perhaps you apprenticed directly to a demon
master, as Mara may teach you the Black Claw style that is her creation.
But regardless of where you learned to fight, you do it well. The forms of your martial arts
come easy to you, the shaping and manipulation of your essence into new patterns
accomplished with supreme skill, and so too may you learn or even develop entirely new
styles of combat and the martial arts with far less time and effort than most would require."
152,500,Martial Artist - Boosted,UQ Holder,Martial Art,"You wouldn’t look out of place leading one of those ancient martial arts temples up in the mountains, since you’ve now got all the martial and chi skill of one of the old and great masters. Your life energy is nearly boundless, enough to quite literally suffocate ordinary people, and when you actually turn it to violent use, you could split a mountain in two or leave an entire country in ruins over the course of a single nasty afternoon. Your mastery of the uses of Chi is incredibly widespread, giving you control over the elements, incredible healing abilities, and immense physical power. You do not quite match the Magic option above in raw power, due to your increased innate versatility, but there are only two dozen beings that would be above you in power now."
