,CP Cost,Name,Jumpchain,Chapter,Description
55,400,Energy Sponge,Street Fighter,Mystic," Handcuffs, prison cells, these are used to detain those who have lashed out at
society. From sinful scum to violent offenders, those who deserve to be locked away. There are
those both evil and strong in this world though, where simple metal bracelets or bars won't work to
hold back their power.
 Upon purchase, you gain the ability to act against martial artists and other fighters who can wield
Ki, Psycho Power and just about any other type of immaterial energy. You have the power to both
absorb and siphon this energy from both the attacks they send your way, and directly from their
bodies to leave them weakened.
 This power works quickly, allowing you to catch Ki blasts right out of the air or dramatically
weaken your target with long enough physical contact, although it can be difficult as the ability
requires some concentration.
 Once absorbed, the energy is consumed by your own Ki, converted into fuel that can reinvigorate
you and give you the power to keep fighting. As a final note, be careful exactly how much energy you
suck up, as your body can only take so much before. . .catastrophic failure."
56,400,The Voice of Ingredients,Toriko,Mystic,"Ingredients in the series somehow have a 'will' of sorts. Through currently unexplained phenomena, there have been Ingredients in the series that seem to have a 'voice', which 'calls' for certain people and 'guides' them into how to prepare the Ingredient in question. People who possess the ability to hear the Voice of Ingredients are shown to have an affinity towards Ingredients.
The Ingredients also seem to have 'preferences' for those that eat it as many believe that rather than a Chef choosing the Ingredients, the Ingredients 'choose' the Chef. Those with Voice of Ingredients will find that ingredients that “speak” to them always are the freshest or well aged, taste better than usual, and so on. This extends to other worlds where ingredients don't have Voices."
57,400,The Path of Orpheus,Saint Seiya : The Original Series,Mystic,"Neither the living nor the dead are strangers
to you, for you walk within the Underworld where all souls will one day come to rest. After a
short ritual, you may open a doorway to the afterlife of the world you rest within, letting you enter
it safely and without fear of the environment forcefully making you part of it. What’s more, a
glowing ‘path’ will manifest to a destination within this realm of your choosing, which will led you
safely sojourn to this place. But be warned: This path will disappear if you should stray or turn
your back to it before reaching the end, requiring you to perform the ritual again to make a new
path or hope to find a different way. In worlds without a known quantity of souls or a true afterlife
will take you to a darkened mirror of this world’s Underworld, empty and in a stagnant limbo,
holding the memories of the lives that existed beforehand.
"
58,400,Aries’ Connection,Saint Seiya Lost Canvas,Mystic,"Sacred armors, especially Cloths here, have memories and sometimes a will of their own, going as far as to be “semi-sentient”. If anyone can build an affinity with his Cloth with time, you can do more than that : you can commune with any Cloth, Surplice, Scale or equivalent in proximity, able to see and/or experience memories of their current or past users, to the point of learning techniques on the spot that way. You can control when to trigger this, but even knowing what to look for, you can’t totally control what you’ll see. Works on any intelligent or similar magic item in future jump.
"
59,400,Grandmaster Inscriptionist,Tales Of Demons and Gods,Mystic,"You have gained enough
knowledge in Inscription Patterns to make you comparable to a
Grandmaster in this art. This only covers up to the Legend Rank,
but, as you reach ranks above Legend, you gain knowledge of
Inscriptions up to the rank you reached."
60,400,Double Numbering ?? Skill : <God of the Skies> ,Reincarnator,Mystic,"A movement skill that allows
the user to traverse instantly hundreds of meters, as the mastery of this skill grows, it
can be used to instantly travel much larger distances"
61,400,Double Numbering ?? Skill : <Thunder King’s Strike>,Reincarnator,Mystic,"A power that allows
one to become the king of thunder. It allows the user to freely control metal and
lightning, a very versatile skill for both offense and defense, the user may even turn
their body into lightning itself when fully mastered."
62,400,Double Numbering ?? Skill : <Claws of Loongken>,Reincarnator,Mystic,"A different type of energy
surrounds your fists when you use it and seven, vicious-looking claws extends out
from the user fists, seven black claws that let out a vicious aura. A skill which focus
solely on offensive power from the Loongken race, a powerful abyssal race."
63,400,Double Numbering 11 Skill : <God’s Right Hand>,Reincarnator,Mystic,"This skill has one
characteristic: Power defeasance. As if it has the authority of a God, if one got hit by
the fist surrounded by this skill then the mana of a skill of a lower level will be
ignored. The power of a higher level skill than that of the God's Right Hand will be
lowered. God's Right hand nullifies most skills. Afterwards, one is able to use the fist
to smash one's opponent. This fist is able to kill most people with a single strike ."
64,400,Double Numbering 19 Skill :<Golden Demon Reinforcement>,Reincarnator,Mystic,"The skill
shrouds the body in golden light, boasts an ironclad defense, and a very solid attack
to match it has two important points: Amplification: Reinforces a person's body and
runes.

Mana Reinforcement: Amplifies the durability and strength of an artifact covered in
the reinforcement."
65,400,Koga Style Wires,Bleach,Mystic,"A special art discovered by Koga Kuchiki, thought to be taught only to his own blade. Yet the method
to use the technique was eventually found by another. With only a small expenditure of energy, you
are able to create invisible threads of spiritual energy from your body, controlled with ease through
only slight movements. While the threads can physically manipulate objects, their strength and
durability decided by your own energy invested, their main purpose is to ‘invade’ other things with
your Reiryoku. Once connected, you are able to manipulate the minds and bodies of other things, the former being much easier than the latter. The reiryoku that is within the enemy’s body allows for illusions to be crafted, affecting all five of
their normal senses. The quality and complexity of the illusions is largely based on your skill and
creativity with this technique, improving with practice from the simple images you can form now. On
the physical side, the threads can immobilise those not more powerful than you without much
difficulty and weaker beings might be able to be controlled like dolls. The threads can be cut or destroyed if hit from a sufficiently powerful source and the illusions have a
special weakness. Anyone who closes off their hearts to you, feeling no empathy or strong emotions
towards you, is able to negate the effect. "
66,400,Miracle Man,Jujutsu Kaisen,Mystic,"A cursed technique that activates perhaps without you even being conscious of it, you’re able to store “miracles” you experience in your life for later use. Whenever you encounter a small, everyday miracle – which could be something as simple as seeing a digital clock when all the digits of the time are the same – it is erased from your memory and stored. Then, whenever you would take a fatal blow or are in genuine danger, these miracles are released, allowing you to survive through sheer luck. For example, if the ceiling were above you were destroyed and you were about to get crushed, a miracle might cause all of the falling rubble to land around you instead of on you. Or, if someone were to punch you in the face hard enough to kill you instantly, you might instead only lose a few teeth and go flying, your would-be killer assuming you’re dead.

Though you’re not innately aware of how many miracles you have stored up, there is a visual indication available to you. A number of triangular markings are visible on your body – when you have a miracle stored they become filled in with colour, but become just an outline when this is expended. By default these are located under your eyes, but can be found elsewhere if you choose. You can have up to six miracles stored at a time."
67,400,Domain Amplification,Jujutsu Kaisen,Mystic,"While quite a few different techniques for countering domains exist, none possess the same offensive capability as Domain Amplification. A rather complex ability, it involves coating oneself with a thin layer of their own Domain, as if surrounded by water. This has the effect of preventing the user from being targeted by the guaranteed hit effect of a Domain Expansion, but also comes with a useful secondary effect: neutralising the cursed technique of anyone it comes into contact with.

Now, you too are more than capable of using this rare technique, one few even know exist. Its power is such that it can even overcome a cursed technique as powerful as Limitless, bypassing its incredible defence to hit the user directly. However, there are two drawbacks to Domain Amplification: one is that the user is unable to use their cursed technique at all while it’s in effect, and the other is that its technique- neutralising effect can be counteracted by pouring enough energy into a cursed technique. Generally, the more energy you put into Domain Amplification, the harder it will be for other techniques to overcome its neutralisation. Needless to say, you can use Domain Amplification to counter supernatural abilities than rely on sources other than cursed energy, too."
68,400,Technique Nullification,Jujutsu Kaisen,Mystic,"You’re able to use your cursed energy to negate the abilities of others. Cursed techniques, barriers, even seals strong enough to trap a special grade sorcerer – all of these can be dispelled by you. Your cursed technique takes the form of beams of light you can fire from your body, or even call down from the sky in a great blast at the greatest extent, nullifying anything made of cursed energy caught within. Due to the unique nature of cursed spirits, this technique is incredibly dangerous against them. It’s worth noting, though, that this won’t be an instant skill, and those strong enough may be able to reinforce themselves to resist this.

As a side ability, your technique also gives you the ability to fly and hover at a decent pace, letting you move through the air roughly as fast as you can run."
69,400,Cloning Technique,Jujutsu Kaisen,Mystic,"You’re capable of creating up to four identical clones of yourself using cursed energy, their bodies forming from a gloopy liquid over the course of a few seconds. These clones are completely identical to you in every way, possessing all of the same abilities you do as well as copies of anything you have on your possession, and act according to your will even out to great distances. In addition, since they’re all identical you can switch out your real body with one of the clones at any time, deciding it to be the real you with just a thought. As such, unless someone takes down all of your bodies you’re practically impossible to put down for good."
70,400,Blood Manipulation ,Jujutsu Kaisen,Mystic,"You’re able to use cursed energy to control your own blood with great versatility. For example, using the extension technique known as Flowing Red Scale, a user is capable of adjusting their body temperature, pulse rate, red blood cell count, and the composition of their blood in order to vastly increase their physical abilities, enough to disappear from someone’s sight in the blink of an eye. The blood outside of your body can be controlled too, such as by coating an arrow in it to let you change its trajectory in mid-flight. As such, Blood Manipulation is more than capable of being used at all ranges. 

Of course, there are also more directly offensive uses of Blood Manipulation. Forming a net out of one’s blood to restrain an opponent, creating spinning disc-shaped projectiles to slice others apart from afar, producing shields of blood to protect yourself from blows, or shaping blood into a knife and rotating it at high speeds to enhance its cutting ability are all possible uses. The most potent, however, is likely Piercing Blood: by condensing one’s blood as much as possible until it becomes a tiny bead then clapping it between one’s hands, the user can fire their blood in a straight line at velocities exceeding the speed of sound.

Despite its power and versatility, the greatest weakness of Blood Manipulation lies in its medium. To counteract the blood loss this technique incurs, users often carry around blood packs or prepare blood-coated weapons in advance. With great skill, users can recycle any blood they use and bring it back into their body, though this expends a lot of energy."
71,400,Healer ,Jujutsu Kaisen,Mystic,"Cursed energy is capable of great many things, but it does have its limitations. As an innately negative form of energy, it is impossible to use it to heal oneself or others in its base form, for instance. Yet there is a way around this: a method known as reverse cursed technique. By multiplying cursed energy against itself, it instead becomes a ‘positive’ form of energy, and thus can be used to heal. While this sounds simple, it’s a rather complex thing in practice, with many talented sorcerers being unable to grasp the process.

You, however, don’t struggle with this at all, being a true master of reverse cursed technique. The most obvious benefit this gives you is the ability to heal yourself as well as others through physical contact. Though you may leave some scars behind for more serious wounds, with this you’re capable of healing anything from cuts and bruises to slit throats and missing limbs. The more severe the injury and the faster you wish to heal it, however, the more energy will be required, and there are certain things that are more difficult to cure. Poisons, for example, take a lot of concentrated effort to neutralise, and damage to the soul cannot be healed at all.

This is only one use of reverse cursed technique, though: significantly, it can also be used in conjunction with one’s cursed technique. By powering one’s cursed technique using the positive energy generated through reverse cursed technique, its effect becomes reversed. A technique that pulled people closer would be made to repel them, while one that weakened gravity in an area would amplify it instead. While any user of reverse cursed technique would be able to use this, purchasing this perk allows you to apply this reversal of effects to any other supernatural powers you may possess."
72,400,Knight of Owner,Fate/Legends - Garden of Avalon,Mystic,"As a manifestation of incredible fighting feats and achievements, a true warrior’s power has
appeared in your hands. The representation of a knight and fighter without compare, this special
ability immediately affects anything you come into contact with and perceive primarily as a weapon
of some kind. It spreads an aura through and around the weapon, in two colours of your choice, and
even as a base effect it will let you achieve an instant and natural mastery of the use of that weapon,
like it was a favoured weapon that you’d wielded for many years on the battlefield. Beyond that skill,
it also enchants anything affected to be a fairly powerful magical tool. While they’re far from an
Excalibur, the enchantments are still quite useful, allowing the weapons to possess unnatural
durability or fire magical blasts of significant power. Even a gun might find each bullet now
possessing enough power to meaningfully harm some supernatural foes. Knight of Owner has no size limitation on what it can affect, so long as you see it and everything
within that might be affected as a weapon first. Even a jet fighter or battleship can be affected, with
your weaponising aura allowing you to control affected vehicles by thought alone. Lastly, the power
will also override control over things that would normally have special requirements for you to use, such as a Noble Phantasm that only the wielder can use via magical rules, a gun that is DNA-locked
to specific people or just a car that you need a key for."
73,400,Into The Way,Cradle,Mystic,"Ordinarily you must be at nearly Archlord in order to begin tapping The
Way, but with this, you're now capable of the most basic ability gifted to those that use this:
Teleportation. You can create Gateways in The Way that transport you to nearly any place on
your current planet, instantly. And with practice you can develop this further to traverse entire
solar systems in the blink of an eye, though it's incredibly taxing to do so."
74,400,Unlocking Your Potential,Dragon Ball,Mystic,"The Grand Elder of the Namekians is an ancient being and the father of nearly all living
Namekians. Arguably his most important ability is the ability to unlock someone’s inner
potential. Additionally, unlike other similar methods this version doesn’t negatively affect
the target in any way. By purchasing this perk you can gain the ability to unlock the
potential of others. This power is slightly draining spiritually, but otherwise has no costs.
To use this power all you have to do is place your hand on their head and call forth their
hidden power. The best part is that this process can be done repeatedly over long
periods of time as it doesn’t overdraft the target’s potential. Lastly, you may also unlock
your own potential with this power if you wish."
75,400,Soul Stamp,A Will Eternal,Mystic,"Much like Archaean realm cultivators can do with Celestials, you are able to leave a mark on
a willing person’s soul. What this does is make it so that should that person die, their
damaged soul will immediately be transported to you whereupon you may either take it for
safekeeping or, if able, rebuild them a body. Due to the damage incurred by this death, their
strength will wane somewhat, and it may take years for them to get back to their previous
strength. You may do this regardless of the strength of either you or the recipient."
76,600,Black Of Venus,UQ Holder,Mystic,"The cursed black spell lives on within you, taking an incredible new form. You’ve been born with the
Magia Erebea spell hidden away inside of you, providing an immense well of power linked to the
Solar System itself should you draw on it. This spell, when mastered, allows one to absorb spells and
take on their properties while the magic is active, though only one spell can be absorbed at a time
and it must be reabsorbed in your next use of this transformation. Magia Erebea also provides an
immense boost in overall physical and magical power when active, separate to whatever you gain
from spell absorption. At first, it will be difficult for you to draw on this power without entering a
berserk state, where you take on bestial attributes and appearances but in time you will master this
power and be able to freely use it."
77,600,White of Mars ,UQ Holder,Mystic,"The Magic Cancel that is so sought after by many powerful factions within this world has woken up inside of you now. This pure white energy is able to nullify and dispel any magic it comes into contact with, preventing it from affecting the wielder and allowing them to easily defeat most wizards that rely on spells to attack or protect themselves with. It can even be used at range from your own body. However, as nice as it all sounds, it is still in an infant stage within you. You will need to unlock and train in its use, learning how to draw it out and direct it against your foes. Until you manage that, it won’t even grant you the passive protection of Magic Cancel. Still, it shouldn’t take more than a few months at most to unlock, and while the Magic Cancel can theoretically be bypassed by powerful enough magic, the fact that it exists as an energy within you means that it can be improved over time, with the right training."
78,600,Archstone touched,Cradle V1,Mystic,"You gain a strange ability, that of the archestone, stolen from the labyrinth. You can attempt to copy techniques that would normally be unique to them, this includes induvial paths, bloodline abilities, and even remnants they’ve absorbed. Using it more than once in day is not recommended, but you can train your resistance to the backlash of this ability."
79,600,God of Fighting,Tekken,Mystic,"The being known as Toshin or Ogre used to be one of the most feared Fighters
of the World. This was not only due to its mysterious origin but also because of its ability to
‘understand entire structures of all living and artificial beings and absorb them’. This same Power is
now yours. You can absorb the Ki and abilities of those you defeat into yourself, becoming stronger
with every victory"
80,600,Blood of Heroes,Saint Seiya : The Original Series,Mystic,"The ancient art of forging armor that utilizes the
light of Cosmo is not as lost an art as many believe - for you have unlocked its secrets. You
know how to forge the Bronze Cloths of Athena in ‘black’ replicas that have the same basic
abilities, with none of the drawbacks or restrictions the Goddess places on her own - the subject
need only have basic sensitivity to Cosmo to use them properly. Given years upon years of
effort, you may recreate equivalents to Silver and even Gold Cloths, the armors of the other
Gods, or make entirely new armor of your own."
81,600,Rule the Seas ,Saint Seiya : The Original Series,Mystic,"You may as well be an avatar of Poseidon himself,
Jumper, for very little else in this world can match your mastery of the seas and rain. You may
create and manipulate water in this world through your Cosmos alone, able to create city-wide
rain storms out of a clear and sunny day within minutes, as well as move lakes and water
according to your will. With time and training, as your senses unlock, you may perhaps flood the
entirety of Earth and the worlds beyond with water, drowning all who would earn your wrath or
displeasure. You may also walk within water as easily as you would on land, aquatic pressure or
poisons within said water leaving you completely untouched...though the same cannot be said
of others. May the world tremble at your wrath, chosen of Poseidon."
82,600,Rise Again,Saint Seiya : The Original Series,Mystic,"There are many heroes on both sides of any conflict,
but death comes for all in time. Still, it’s a shame that such great talents and power cannot be
utilized again...but the God of Death disagrees. Should you have some way to communicate
with or meet the deceased, you may offer a contract of servitude to you or to perform a certain
task for you. If, and only if, they willingly agree to this without supernatural means of persuasion,
you may restore them to life as a new Specter in the prime of their original life, with their abilities
and form brought to match this prime. They will work tirelessly to perform the tasks given to
them - though note this may not necessarily make them completely loyal to you, so mind the
disposition of the revenants you resurrect. They receive a Surplice and a fraction of your own
Cosmo in addition to their previous abilities, but once their task is complete or the contract is
fulfilled, they will return to death once more."
83,600,Fall Into Hell,Saint Seiya : The Original Series,Mystic,"All of this being said, death is the final destination -
the only ones who are exempted are the chosen warriors of Hades himself. All others must fall
in line and submit to their fate. The God of Death has shown you personal favor and allows you
to be the Judge of these Dead...when you bring an enemy or adversary to death’s door, you
may kindly help them along the way. Should you choose it, this dying foe will be banished to a
single afterlife of your choosing in a world you have visited before - whether the Underworld or
some other distant realm. If you wish to deny them the pleasure of continued existence, you
may instead wipe their mind, body, and soul from existence completely, leaving nothingness in
their place. Regardless of what you choose, once you have Judged them so, they will never
again escape or return to life - nor may you follow them to their destination, should this be an
afterlife beyond the world you reside in. Pass your sentence carefully."
84,600,Taint Of Darkness,Saint Seiya Omega,Mystic,"Having reached the pinnacle of mastery over the darkness element, you have
become a formidable force to be reckoned with. Firstly, you now possess
resistance to physical attacks and all elements except light, rendering you nearly
impervious to conventional forms of harm. Secondly, your dark attribute attacks
have been enhanced significantly in terms of power, allowing you to unleash
devastating assaults upon your adversaries.
Moreover, you have gained the ability to imprison and seal individuals in the
chains of darkness, restraining foes with a level of power similar to your own.
This ability grants you unparalleled control over your enemies, rendering them
helpless before your might.
Additionally, you possess the capability to taint someone's body with the
darkness element, severely weakening them and inflicting unimaginable pain.
This taint acts as a deterrent, as any attempt to burn their Cosmo will only spread
the darkness further, ultimately leading to their demise if left unchecked."
85,600,Time Destruction,Saint Seiya Omega,Mystic,"Despite the typical association of time-stealing abilities with the Chronotectors
worn by Palasites, you have transcended the need for such equipment. Through
your own mastery and strength, independent of any divine artifacts, you possess
the ability to steal the time of individuals at will. As long as your targets are
weaker than you or have been sufficiently weakened, you can effortlessly turn
their bodies to stone and claim their remaining years as your own. This
formidable power extends even to time-based abilities, granting you unparalleled
control over the flow of time and the destiny of those who dare to oppose you.
With this mastery over temporal manipulation, you wield a fearsome weapon
capable of reshaping reality itself to suit your desires."
86,600,Dimensional Gift,Saint Seiya Episode G,Mystic,"Now space itself will tremble before you. You've gained a unique ability to manipulate dimensions, directed by the energy of your cosmo. There are few limits on what you can do with your manipulation of dimensions, so long as you have the necessary power. You could create portals anywhere within sight or attack through one portal and have the attack exit from another. You could drag yourself and others to other worlds, even transporting entire planets, or just use your dimension traveling powers to cut through most defenses and take away entire chunks or slices of people. You cannot create dimensions nor destroy them with this however."
87,600,Forbidden Mantra,Feng Shen Ji,Mystic,"Though you may have discovered this dark power on your own, this purchase gives you immediate access to a Mantra used to control one of the most feared beings in this world; Spirits of Corrosion. Once a conjurer’s transcendent vigor or soul reaches near depletion, they begin to transform into one of these hollow creatures. Their dark heart, full of unanswered desires, will begin to devour their bodies from the inside out. Corroding the practitioner into a monster that can do nothing but bring disaster to the world. And now you control 9 of these Spirits of Corrosion with absolute loyalty. In their sealed state, these foul spirits appear as strips of black fog with a large maw and singular (or multiple) red eyes that seem to phase between being corporeal and incorporeal at a whim. Their purpose is to eat and devour anything they can tear into, which they are able to instantly digest and crunch any physical matter with little to no resistance. They have been shown to devour energies and powers but not to the extent of normal matter. The Spirits seem to be immune to physical attacks, having a resistance to all other powers, with only a clear weakness to Mantra. Also at the beginning of every new Jump, you gain a new Spirit of Corrosion to add to your entourage (so you’ll never truly be alone if somehow one of your creatures did bite the dust)."
88,600,Cull,Feng Shen Ji,Mystic,"As Nothingness is set to grow wih each kill; so why not reap some of the 
benefits. For every consumed soul from Nothingness, you grow a touch stronger. 
This enhancement isn’t much, no more than 1% at most, but there is no limit to 
this increase as well as it affects all your capabilities (physical, mental, abilities, 
perks). You are also able to summon any of these past victims (with no limit) as 
thrall soldiers for you to command. These thralls hold all of the victim's past 
abilities and memories but they will be scaled down by half of their usual 
attributes. It should also be noted that each soldier will be entirely composed of 
Nothingness, making them highly toxic to touch and under your complete control; 
giving you awareness of all thralls, able to communicate and see through them, 
and being able to summon or unsummon your thralls at will. Any thralls that are 
destroyed can be resummoned in a week unless they are used as a sacrifice for 
another one of your or another one’s abilities. 

Requires Agent Of Nothing(600cp). Possibility to purchase the perk for a discount of 300 cp alongside Cull."
89,600,Alchemy Grandmaster,Tales Of Demons and Gods,Mystic,"You receive all the alchemical
knowledge up to the Legend Rank. When you reach a rank higher
than Legend you receive knowledge of Alchemy up to that level."
90,600,Solo Numbering Skill 3 : <Elemental Outfit>,Reincarnator,Mystic,"Elemental Outfit is a powerful skill
that is good in terms of balance between attack and defense. It attracts the elements
from all around, creates the outfit of an elemental and bestows a power upon the
user to use numerous elements in any way one wants. If one fought in a flaming
desert then a blazing armor will be created. If one fought in a lightning island then a
clothing of lightning will be created."
91,600,Solo Numbering Skill 4 : <Steel Lord>,Reincarnator,Mystic,"Steel Lord gives the user and allies a
powerful body, a troll's regenerative powers, and the agility and power of a beast.
The person with this skill would basically become a lord who has an army of steel
men. It uses a large amount of mana so if one has a tremendous amount of mana
and a person's allies are strong then there was no other skill as good as this. A
person who has a limb cut off can connect it back. Bronze-color light will shine out
from the area of injury as it heals it. If the Rank 2 Solo Number skill, Transcendent
Brilliance, didn't exist, this would be the most powerful crowd buff skill that exists."
92,600,Zero Numbering Skill : <Demon’s Gate>,Reincarnator,Mystic,"Demon's Gate is a skill that entraps
the 13 most powerful demons within the Abyss, the demons who control the thirteen
demonic territories. When the skill is activated, a phenomenon occurs inside one's
mind. A giant shockwave rings out from within the user's head and his vision quickly
darkens. Darkness covers the entire sky, causing the land to fall into shadow.
Lightning strikes down from the dark clouds as the surroundings can no longer be
seen. The land around breaks down and a giant hole appears in which a giant hand
rises up and drags him down. Inside is a dark space like an underground cave but
with a spacious area. Within this area lies the 13 most powerful demons within the
Abyss. From here, you can choose a demon and borrow its strength for a limited
amount of time, however to use such power one must make a contract with these
demons and the price is always something the user holds dear, as these cunning
demons never make a losing exchange.
Should you get this skill, in future jumps it will entrap beings in the same level as the
demons of the abyss are in your current setting allowing the user to channel their
power, you will maintain the power you obtain from them and other beings through
others jumps.
If this ability is mastered and evolved, then it’s possible to trap beings you defeat
within it, creating something akin to Hell, those who are sealed within it would be
eternally bound to the user."
93,600,Zero Numbering Skill : <Demonic Dragon Reinforcement>,Reincarnator,Mystic,"It reinforces and
protects the user's entire body, including their muscles, bones, and tendons. Runes
are amplified while regeneration increases. When used, translucent gold and dark
light surrounds the user. The light can protect the user from the environment such as
toxic water and lava as well as brighten dark areas. By using mana, the light can be

molded into any shape a person wants and can reinforce artifacts by spreading the
light onto it. However, if an artifact is weak then it wouldn't be able to withstand the
power of the reinforcement and would lose its durability fast, until it breaks. The light
can be focused onto a single point, greatly enhancing a weapon's power."
94,600,Zero Numbering Skill : <Mad Demon>,Reincarnator,Mystic,"When the skill is used, the user gains
strength by burning their blood to spew out great power. The pain from burning one's
own blood is not small. To block out the pain, the user's own consciousness is
blocked. Red aura surrounds the user and their eyes turn red. Since the user
becomes unconscious in this state, the only option to stop the skill is through the
destruction of the opponent that was targeted before the user has lost
consciousness, the user will retain memories of his actions during its activation."
95,600,Zero Numbering Skill : <Pandemic Blade>,Reincarnator,Mystic,"Its ability is to create a variety of
magical disease agents that can take the form of viruses, fungi, etc. with various
different effects. It will work for as long as it is supplied with mana. As the mastery of
the Pandemic Blade rose, more spores with fascinating results can be unlocked.
Pandemic Blade can insert its spores into the bodies of people where it will settle
around the muscles, nerves, spine, brain, and heart. It gives the victims a sense of
wondering whether the spores will twist them apart or not. These spores can be used
to torture the victim and force them to obey or die."
96,600,Master of Diremonsters,Desolate Era : The Three Realms,Mystic,"Diremonsters are monsters which,
unlike the common rabble that stalk the lands, are able to fully cultivate to the Xiantian Realm.
They cause much trouble, slaughter, and unhappiness in their surrounding areas, but there is one
way to deal with them that doesn’t require death, one way that would be far more beneficial:
Taming. Through forcing a monster, or a Diremonster, to submit to you, you may gain their
undying loyalty and their company as your spirit beast. Normally, most people would only be able
to accomplish this with tremendous difficulty and a lot of preparation time. For you, however,
there seems to be an aura that allows you to easily befriend such beasts as long as there hasn’t been
any earlier history between you. Furthermore, you may find that these beasts will be completely
willing to die for you after being recruited, despite the fact that they may as well be slaves. You
can keep as many of them bonded as you want at a time."
97,600,The Hero’s Sword: Sensory of the White,Avesta of Black and White,Mystic,"Maybe you were once selected to act as a vessel of Ahura Mazda, one of the two sensories of the Truth. Or perhaps, you are a sibling to Quinn, who was made from the corpse of the priestess of the same name and former vessel of Ahura Mazda. Whatever the case, you have gained several of the abilities of the Truth’s sensory for the Good side.

Similar to Quinn, you have the power to collect prayers. In order to accomplish this, you were turned into the equivalent of a telepathic radio platform of a cosmic range, allowing you to receive messages from anywhere in the universe, as well as relaying them or sending your own to any location. This also allows you to read the minds of others by touching them or their blood, even fully synchronizing with the five senses if the opposing party allows it. Be aware that some may resist this effect by their own power, or have a mentality so warped and alien that trying to understand them becomes impossible. Also, you can read memories.

As you gather these prayers, you are able to perform miracles in the same way that the great heroes could. Not only that, but you can also concentrate these prayers into those who gather around you, granting them temporary boosts that may allow exceptional Yatazas, assuming the forces of good are relevant enough at time, to fight against even Special Rank Daeva.

And for the last of your abilities, you are able to turn yourself into a sword, which would require a godly level of strength to be damaged, and thus could also be used to slay even the gods in the right hands.

Finally, due to your special nature, all of these gifts are not tied to the continued existence of the Truth, or her favor."
98,600,Evolution of the Soul,Bleach,Mystic,"At the heart of all things is the soul, the holy grail from which the world can be manipulated and
controlled. To create and alter the soul, and life in general, could be said to be the highest and most
worthy form of science. Your knowledge of alteration and even creation of souls or biological life is a
match for the greats, men like Urahara and Kurotsuchi. Provided you have the tools, it is entirely
possible for you to craft new beings from spirit particles, designed to your specifications down to the
molecular level. Such a project is grand even for you, meaning that lesser modifications or enhancements are quite simple. Giving someone the ability to melt into liquid and reform in a safe location? Rudimentary. Altering the appearance of a Zanpakuto Spirit or potentially even it’s abilities? Possible, enough to offer it as a paid service. New species entirely, such as the Gikon or the Bount, would never be
accidental creations but the results of purposeful development in your lab. You’re not all that good
at fixing the injured compared to a healer of your level but you’re very much able to make people
into terrifyingly powerful bio-spiritual monsters, if they’re not too squeamish. Though beyond you now, the potential lies even for you to discover the secrets of resurrection, resuscitating lost or mostly destroyed souls and lives even hours after they have passed on.
Interfering with the cycle in such a form may bring trouble your way but...the science of the soul
calls to you and what greater expression can there be? It’s only natural to progress, as your existing
mastery is complemented with the sort of incredible talent that got you here in the first place. Who
knows what sort of grand spirits or monsters you might create in time."
99,600,Shrine,Jujutsu Kaisen,Mystic,"Shrine is the Cursed Technique of Ryōmen Sukuna: the ability to sever and slice nearly anything, as long as you have the necessary CE output for it. With this ability, Sukuna was capable of shredding entire city blocks to dust, while a single activation could slice skyscrapers in half, its scythes capable of cutting at the world itself, bypassing all but the most esoteric defenses. With this ability, you gain three avenues of attack: Dismantle, capable of being launched at any range, as well as Cleave, a stronger attack that adjusts based on the durability, but requires physical contact unless your target is within your Domain Expansion. Finally, Fūga, an extraordinarily potent attack, but with limited range and slow speed, though Sukuna's Binding Vow turned it into his trump card."
100,600,Cursed Energy Discharge ,Jujutsu Kaisen,Mystic,"Perhaps the simplest of all cursed techniques, you’re able to fire off beams of raw, concentrated cursed energy. What this lacks in versatility though, it more than makes up for in power, possessing the greatest output of all cursed techniques. At its most powerful, you can unleash a wide beam of energy by charging up for a bit, strong enough to destroy several city blocks in a single shot and leave nothing but rubble in its wake. Though they may not be as powerful, your regular beams are nothing to scoff at, either. Not only do they have the power to pulverise concrete and tear apart buildings with little effort, you can also fire off several at the same time, independently controlling each of their flight paths to make them follow your target with unerring accuracy. Likewise, your range with this is also incredible, able to precisely target your beams even hundreds of metres away from you.

With a rapid volley of these normal beams bombarding them from the sky, your strength with this is such that you could even give a special grade sorcerer trouble, to say nothing of what you could do to lesser sorcerers. Truly, only sorcerers on the level of Gojo or Sukuna could hope to rival you in raw power alone with this, and that’s only if they have a technique suited for such a thing."
