600 CP,Lexcorp,Something Unlimited,"Normally, the LexCorp would’ve been taken from you by the government after you were sent to jail, but, by taking this item, you’ll become the legitimate owner and commander of this group of multinational corporations headquartered in Metropolis once again. Furthermore, the LexCorp itself will follow you in your Chain, reappearing in future worlds you visit accompanied with its staff as well their buildings, sub-organizations and all of its resources. Its staff will count as your followers and will be completely loyal to you. The corporations will also have a team of skilled administrators and directors to lead it if you don’t want to worry about controlling them directly at all times. As advice, considering how bad your reputation is with the general people, it would be a good idea to choose someone else to be the public face and acting CEO of LexCorp, at least for now. Maybe Mercy would be the best candidate for this position considering she already has experience in being the CEO of LexCorp. As a bonus, the LexCorp’s main servers in its main building contains a complete database of almost every piece of technology and scientific breakthroughs developed by Lex Luthor and his team of scientists so far, including, but not limited to, high-tech battle suits/exoskeletons, Metallo’s android body (including its supposed upgrades), the Kryptonite-fusion engine that powered Lexor City, and even the dampening field used in the prison."
600 CP,Collector's Guild Starship,Star Trek - Lower Decks,An automated ship which has an odd modular based design. Most of the modules consist of galleries housing a vast collection of rare and valuable items. The ship has a wide variety of eclectic defensive weaponry which is widely different on each module. The ship also has a small engine room set apart from the main hull capable of taking the ship into low warp speeds. As your collection expands new modules will be added to house your additions to your collection.
600 CP,Pakled Clumpship ,Star Trek - Lower Decks,"This is an enhanced starship used by the Pakled rebels that began as Mondor-type craft, but were heavily fortified with new stolen or salvaged components from over 30 species such as the Romulans, Klingons, Ferengi, Bajorans, and Arkonians. The ship can incorporate other vessels into itself by using its equipped mining arms and federation shipyard to ensnare, modify and install the new “salvaged ships”."
600 CP,The Vin-pocalypse ,Star Trek - Lower Decks,"An advanced Klingon Bird-of-Prey that was only at the prototype stage when it was stolen leaving it without an official class name. The ship possesses remote bridge controls, cloaking capabilities, and carries a boarding pod and enough Klingon armour and weaponry for a full ship's complement. The ship was heavily modified to become far more destructive at the cost of utility such as overcharging the ship's self-destruct system at the cost of the ship’s emergency power systems."
600 CP,Lucrehulk-class Droid Control Ship ,Star Wars Movies Compilation - The Star Wars Saga,"This ship acts more as a mobile space station with a central sphere which acts as the ship's bridge and reactor assembly. The major feature of this ship is that it can mass produce droids and is able to control them using its array of Broadcast equipment. This ship is able to mass produce basic B-1 Battle Droids, Vulture Droids, C-9979 landing craft, Multi-Troop Transports, Armored Assault Tanks and Platoon Attack Craft though they will not be fiatbacked.
"
600 CP,Forge World,Star Wars vs Warhammer 40k,"The forge worlds are the main fortresses of the Adeptus Mechanicus. They are responsible for producing all of the equipment used by the Imperium of Man. This can range from the mass produced lasguns used by the Imperium guard all the way to the massive battleships. By purchasing this you may acquire a forge world of your very own. This world will possess I-Maximus production levels which is the highest standard of the Imperium. The world will have the capabilities to produce anything, but it will have a notable speciality. For example if your forge world specializes in producing Astartes equipment then you could easily outfit an entire chapter in full wargear in a short time, but you would only be able to produce a small amount of starships in a short time. If you were specialized in ship construction however then you could easily produce a fleet in the same amount of time. There are no bad specialties, it simply depends on what you need at the time.
"
600 CP,Daedelus Class Starship,Stargate Atlantis,"Cruiser-Carrier. Though much smaller and much more cramped than the Aurora-class, it's got the
advantage of Asgard energy weapons, shields, hyperdrive and beaming technology as well as a railgun
point defense system and large hangars. Can be easily fit with a ZPM for a large boost in effectiveness
but doesn’t need or come with them as standard. Does come with its standard armament, yes that
includes nukes, and full set of sixteen F-302 fighters."
600 CP,Mourningstar,Warhammer 40k - Darktide,"A perfect replica of the titular ship, this interstellar vehicle allows for space travel at FTL speeds, and the Gellar Field is modified to create a psychic bubble that allows the FTL travel even in future settings that lack extra dimensions. No STC-documentation for this one, but it does come with a crew of vat-grown servitors to repair everything and a hold of restocking mundane supplies, both for consumption, fueling, and repair."
600 CP,"Luna, the Somnus Citadel ",Warhammer 40k - Talons Of The Emperor ,"The Somnus Citadel is the headquarters of the Sisters of Silence. It is a massive fortification, bristling with weaponry and attack drones and craft. It holds the habs, armories, and void docks that can house the entirety of the Sisters should the need arise. The vast majority of the structures can be sunk within Luna itself, even further augmenting the defenses that most would consider to be over kill. There are few fortresses in the Galaxy to equal this citadel, either as a bastion to break enemies upon, a prison beyond compare, or as a command and control center. Any ships docked at the citadel will be repaired, rearmed, and retrofitted almost instantly, so long as you have the supplies to do it. And given the massive stores it has, which restocks every decade, that’s unlikely to ever be a problem. Unless you need to furnish a far larger fleet than that of the Black Ships, which are vast enough in number to scour the entire galaxy for psykers. These massive docks are fully capable of creating new ships, so long as they aren’t overly taxed with maintenance and are supplied sufficient resources. Its prison complexes are meant to hold psykers of every rank when necessary- the prisons will suppress the supernatural powers of any you deem hostile within its halls. Disregarding blatant negligence or idiocy, you will never need to worry about your prisoner’s escaping unless an army has managed to break open you defenses. And speaking of armies, you now have one. Thousands of Sisters and servitors dwell within the Somnus Citadel, serving as wardens ready to man the defenses at a moment’s notice."
600 CP,Death World,Warhammer 40k: Imperium of Man,"In order to train the greatest warriors in all of the galaxy, their environment must be exceptionally harsh during their training. You have been given command over one of the deadliest planets in the galaxy, be it because of the environment or the creatures that inhabit it. Perhaps it’s filled with monsters that the
ignorant would equate with the beasts of Chaos or Tyranids, or the planet is an eternal ball of fire and lava. Thankfully, there is a compound present meant to safely house an entire Astartes Chapter, as well as all of their serfs and belongings."
600 CP,Knight World,Warhammer 40k: Imperium of Man,"Many of those coming from noble Knight houses are overseers of their own planets, offering the natives protection in return for obedience and servitude. You too are now the owner of your very own feudal world, where although the general state of living is akin to the medieval ages, it does house all of the amenities needed to keep the Imperial Knights in tip top shape. All upon the planet will submit to your rule
completely and utterly."
700 CP,MC75 Star Cruiser,Star Wars Squadrons v1.1,"A capital ship of Mon Calamari design, employed by the Rebel Alliance, and later the New Republic. The Temperance is an example of such a vessel. It runs an impressive length of 1200 metres. Optionally, your MC75 Star Cruiser can come with a crew, which can run the ship for you, and provide basic security. This crew count as followers."
700 CP,Maiden World ,Warhammer 40k - The Ynnari,"A garden planet, to those who are welcome, long ago terraformed brilliantly by the Eldar, including a series of menhirs, stone circles and shrines joining the spirits of the dead into a world spirit. To intruders, this place is deadlier than Catachan as all life turns hostile."
800 CP,Forerunner dreadnought-,Halo - The Covenant,"This was the first forerunner relic found by your kind. This was the mighty ship with which they courageously left their home world to spread the word of the gods among the stars. This was the god-vessel that brought them together with the Sangheili, and it is this ship that sits dormant today, as the object of the worship of all of the Covenant, at the center of the grand chamber of High Charity. And now, it is yours. Its weaponry, disabled as a sign of goodwill between the Sangheili and San'Shyuum, has been fully restored to its original, continent-busting (at maximum) levels. However, you are not alone within it- it is completely and totally under the control of an AI. In time, you could find a way to remove it, but the ship shall function far better with it on board. It is your subordinate and thus is willing to complete your commands, to a point. It shall not engage in open warfare against humanity, and seeks redemption for a great number of sins, which it shall not name to you- unless you should prove yourself worthy and understanding."
800 CP,The Citadel,Mass Effect - Legendary Edition,"he Citadel is the sociological and economical center of the galaxy, a massive space station capable of comfortably housing millions, complete with its own functional biosphere. While you don't actually own it yourself, you do receive a copy that is completely under your control, with no Reaper sabotage built into it. It is maintained by a strange breed of organic automatons, ensuring that all of its systems will keep running for eons to come. While it mostly stays open, looking like a large metallic flower, it can close up in times of distress, greatly improving it's defensibility."
800 CP,Starkiller Base,Star Wars - Sequel Trilogy ,"Under your command is a perfect copy of Starkiller Base, weaknesses and all. It has the ability to use hyperspace to travel, but it’s incredibly slow in comparison to a fleet or a ship. It doesn’t need to move too close to destroy its targets. As long as it’s not more than halfway across the Galaxy, it will hit. After draining the dark energy, or quintessence of a Star to power itself, the Starkiller can fire five beams capable of destroying a planet each. Takes a day to recharge, but much less if just for one target. If bought with the Mega-Flagship, you can have it docked on the base, and everything about the staff and future Jump interactions on that ship apply here as well even if you didn’t buy it. You can also choose to be on the base as your starting location, somewhere in the same system as your rolled one."
800 CP,Aurora-Class Battleship,Stargate Atlantis,"While it is built with the timeless aesthetics of all Ancient craft, this vessel is a little short on personal
luxuries; it is a Lantean warship, three kilometres long and used in the war against the Wraith. Has a
galactic-class hyperdrive and amazing sublight engine performance, able to be modified to push nearly
c. Comes with a full ZPM, excellent shields, batteries of pulse weapons and a full complement of drone
missiles for armament; easily more than a match in a fight for any one of the other starships listed here
except a fully-supplied City Ship. Its hangars are small but twenty puddle jumpers can be found stacked
within, enough to evacuate the entire crew (if there was somewhere to go)."
800 CP,Mars ,Total Recall,"A fully terraformed Mars. Can replace Mars in any reality you visit as long as Mars is uninhabited. If Mars is inhabited by less than 100,000 people or aliens, you may choose to upgrade their Mars to fully terraformed instead of deploying your Mars. All improvements to your Mars are permanent. If there is no Mars in a setting, Your Mars can take the place of any conveniently located planet or fill an empty spot in the local star system that keeps it within the habitable zone. If there isn’t such a spot, you cannot deploy your Mars."
